fold_id,image_id,crop_path,dataset_split,crop_label,prediction,error_type,probability_dirty_positive,selected_threshold,threshold_margin,grayscale_mean,grayscale_std,grayscale_p05,grayscale_p95,hsv_saturation_mean,hsv_value_mean,laplacian_variance,edge_pixel_fraction,selected_for_contact_sheet,contact_sheet_path
1,1,dirty_positive/dirty_1_94.jpg,train,dirty_positive,dirty_positive,true_positive,0.77676137,0.20,0.57676137,0.55247313,0.06772219,0.45882353,0.67450982,0.14016941,0.57391047,0.00274790,0.52284241,false,
1,1,dirty_positive/dirty_1_95.jpg,train,dirty_positive,dirty_positive,true_positive,0.72483471,0.20,0.52483471,0.54712749,0.06757243,0.45882353,0.66666669,0.13597150,0.56735635,0.00342770,0.51861572,false,
1,1,dirty_positive/dirty_1_96.jpg,train,dirty_positive,dirty_positive,true_positive,0.26305662,0.20,0.06305662,0.55778122,0.07357315,0.45490196,0.68627453,0.14485624,0.57958263,0.00351331,0.56326294,false,
1,1,dirty_positive/dirty_1_97.jpg,train,dirty_positive,dirty_positive,true_positive,0.67314899,0.20,0.47314899,0.59280843,0.08114288,0.49019608,0.75686276,0.10235579,0.61019331,0.00173975,0.42837524,false,
1,1,dirty_positive/dirty_1_98.jpg,train,dirty_positive,clean_negative,false_negative,0.12843520,0.20,0.07156480,0.57204396,0.07714966,0.47745097,0.72549021,0.10033630,0.58823937,0.00184711,0.40409851,false,
1,1,dirty_positive/dirty_1_99.jpg,train,dirty_positive,dirty_positive,true_positive,0.38428097,0.20,0.18428097,0.56006414,0.07150736,0.47450981,0.70196080,0.10217071,0.57660615,0.00192385,0.39486694,false,
1,1,dirty_positive/dirty_1_100.jpg,train,dirty_positive,dirty_positive,true_positive,0.49589055,0.20,0.29589055,0.57289577,0.06865413,0.48235294,0.70588237,0.12472714,0.59213966,0.00156639,0.40272522,false,
1,1,dirty_positive/dirty_1_101.jpg,train,dirty_positive,dirty_positive,true_positive,0.72540159,0.20,0.52540159,0.52038717,0.05849016,0.45882353,0.63137257,0.11991638,0.53745317,0.00210174,0.33242798,false,
1,1,dirty_positive/dirty_1_102.jpg,train,dirty_positive,dirty_positive,true_positive,0.41382379,0.20,0.21382379,0.51885998,0.05815456,0.45882353,0.62745100,0.12287904,0.53627825,0.00209427,0.33100891,false,
1,1,dirty_positive/dirty_1_103.jpg,train,dirty_positive,dirty_positive,true_positive,0.69743121,0.20,0.49743121,0.51383889,0.04522801,0.45882353,0.59215689,0.11570328,0.53079629,0.00187420,0.30873108,false,
1,1,dirty_positive/dirty_1_104.jpg,train,dirty_positive,dirty_positive,true_positive,0.31730430,0.20,0.11730430,0.51155472,0.04249450,0.45882353,0.58431375,0.11980084,0.52907848,0.00183225,0.30552673,false,
2,2,clean_negative/clean_2_1.jpg,train,clean_negative,clean_negative,true_negative,0.00009066,0.75,0.74990934,0.75076491,0.06148764,0.69019610,0.87450981,0.07397760,0.78335547,0.00302475,0.32942200,false,
2,2,clean_negative/clean_2_2.jpg,train,clean_negative,clean_negative,true_negative,0.00396048,0.75,0.74603952,0.75672382,0.06392939,0.68235296,0.88235295,0.06732902,0.78144228,0.00343010,0.39541626,false,
2,2,clean_negative/clean_2_3.jpg,train,clean_negative,clean_negative,true_negative,0.00065510,0.75,0.74934490,0.68268406,0.06174677,0.54509807,0.76078433,0.10312542,0.71074957,0.00130840,0.16680908,false,
2,2,clean_negative/clean_2_4.jpg,train,clean_negative,clean_negative,true_negative,0.00046794,0.75,0.74953206,0.68795288,0.06172139,0.54509807,0.76470590,0.10632361,0.71835721,0.00132458,0.17134094,false,
2,2,clean_negative/clean_2_5.jpg,train,clean_negative,clean_negative,true_negative,0.02945640,0.75,0.72054360,0.66739476,0.06625312,0.52941179,0.75686276,0.12296478,0.69537556,0.00103544,0.22575378,false,
2,2,clean_negative/clean_2_6.jpg,train,clean_negative,clean_negative,true_negative,0.01380749,0.75,0.73619251,0.67001116,0.06625279,0.52941179,0.75686276,0.12364712,0.69886339,0.00102745,0.22659302,false,
2,2,clean_negative/clean_2_7.jpg,train,clean_negative,clean_negative,true_negative,0.00253835,0.75,0.74746165,0.75787365,0.06603052,0.68627453,0.88627452,0.06454426,0.78374326,0.00310250,0.41761780,false,
2,2,clean_negative/clean_2_8.jpg,train,clean_negative,clean_negative,true_negative,0.03627980,0.75,0.71372020,0.76021183,0.06649328,0.67058825,0.88627452,0.06133614,0.77891982,0.00329132,0.46499634,false,
2,2,clean_negative/clean_2_9.jpg,train,clean_negative,clean_negative,true_negative,0.00644992,0.75,0.74355008,0.75470483,0.07183830,0.65098041,0.89019608,0.06392123,0.77884471,0.00319401,0.44346619,false,
2,2,clean_negative/clean_2_10.jpg,train,clean_negative,clean_negative,true_negative,0.08576499,0.75,0.66423501,0.75719792,0.07127963,0.65098041,0.89019608,0.06165048,0.77396721,0.00326661,0.49607849,false,
2,2,clean_negative/clean_2_11.jpg,train,clean_negative,clean_negative,true_negative,0.01418714,0.75,0.73581286,0.74732882,0.07658203,0.63921571,0.88627452,0.06904022,0.77167594,0.00311232,0.44906616,false,
2,2,clean_negative/clean_2_12.jpg,train,clean_negative,clean_negative,true_negative,0.12654419,0.75,0.62345581,0.75021338,0.07563502,0.63921571,0.88627452,0.06940781,0.76775658,0.00321883,0.50729370,false,
2,2,clean_negative/clean_2_13.jpg,train,clean_negative,clean_negative,true_negative,0.14294552,0.75,0.60705448,0.59229720,0.10163582,0.48627451,0.80392158,0.12418029,0.61941057,0.00987752,0.53633118,false,
2,2,clean_negative/clean_2_14.jpg,train,clean_negative,clean_negative,true_negative,0.23321508,0.75,0.51678492,0.56377167,0.09549926,0.45882353,0.76470590,0.13880628,0.59186292,0.00816446,0.47761536,false,
2,2,clean_negative/clean_2_15.jpg,train,clean_negative,clean_negative,true_negative,0.23187601,0.75,0.51812399,0.54568321,0.09533905,0.44313726,0.74901962,0.15156664,0.57340711,0.00763872,0.46195984,false,
2,2,clean_negative/clean_2_16.jpg,train,clean_negative,clean_negative,true_negative,0.31385378,0.75,0.43614622,0.53599298,0.09189472,0.44313726,0.72549021,0.16304436,0.56403708,0.00683454,0.44670105,false,
2,2,clean_negative/clean_2_17.jpg,train,clean_negative,clean_negative,true_negative,0.25374412,0.75,0.49625588,0.51590371,0.05933602,0.43921569,0.62745100,0.19740608,0.54822242,0.00151685,0.32017517,false,
2,2,clean_negative/clean_2_18.jpg,train,clean_negative,clean_negative,true_negative,0.06770938,0.75,0.68229062,0.57143903,0.09658391,0.48627451,0.78823531,0.11215785,0.60140759,0.00789395,0.41265869,false,
2,2,clean_negative/clean_2_19.jpg,train,clean_negative,clean_negative,true_negative,0.03616314,0.75,0.71383686,0.55092865,0.08914828,0.45882353,0.74509805,0.12089743,0.57970601,0.00668969,0.38609314,false,
2,2,clean_negative/clean_2_20.jpg,train,clean_negative,clean_negative,true_negative,0.09405253,0.75,0.65594747,0.53448969,0.08759188,0.44313726,0.72156864,0.12666747,0.56139433,0.00635349,0.38453674,false,
2,2,clean_negative/clean_2_21.jpg,train,clean_negative,clean_negative,true_negative,0.17177141,0.75,0.57822859,0.53169215,0.09002950,0.43921569,0.72156864,0.13142958,0.55730182,0.00633614,0.40000916,false,
2,2,clean_negative/clean_2_22.jpg,train,clean_negative,clean_negative,true_negative,0.40920241,0.75,0.34079759,0.55806315,0.08430433,0.44705883,0.71372551,0.24695621,0.59927905,0.00309478,0.54414368,false,
2,2,clean_negative/clean_2_23.jpg,train,clean_negative,clean_negative,true_negative,0.45172609,0.75,0.29827391,0.53589749,0.08056029,0.43921569,0.69019610,0.26210061,0.57900405,0.00255597,0.49160767,false,
2,2,clean_negative/clean_2_24.jpg,train,clean_negative,clean_negative,true_negative,0.64271073,0.75,0.10728927,0.51615113,0.06953233,0.43529412,0.65098041,0.26294348,0.55874807,0.00199095,0.42430115,false,
2,2,clean_negative/clean_2_25.jpg,train,clean_negative,clean_negative,true_negative,0.38159867,0.75,0.36840133,0.51197547,0.06033324,0.43529412,0.61960787,0.23159385,0.54942340,0.00172483,0.37490845,false,
2,2,clean_negative/clean_2_26.jpg,train,clean_negative,clean_negative,true_negative,0.35472318,0.75,0.39527682,0.55058843,0.08324199,0.44705883,0.70980394,0.24199250,0.59048611,0.00261266,0.50308228,false,
2,2,clean_negative/clean_2_27.jpg,train,clean_negative,clean_negative,true_negative,0.39501012,0.75,0.35498988,0.52713579,0.07743531,0.43529412,0.67843139,0.25518757,0.56854558,0.00211309,0.44413757,false,
2,2,clean_negative/clean_2_28.jpg,train,clean_negative,clean_negative,true_negative,0.55559258,0.75,0.19440742,0.50855339,0.06420060,0.43137255,0.63137257,0.25205904,0.54891765,0.00168333,0.38153076,false,
2,2,clean_negative/clean_2_29.jpg,train,clean_negative,clean_negative,true_negative,0.28963616,0.75,0.46036384,0.50499082,0.05363763,0.43137255,0.59607846,0.21983051,0.54014754,0.00141954,0.33073425,false,
2,2,clean_negative/clean_2_30.jpg,train,clean_negative,clean_negative,true_negative,0.17978358,0.75,0.57021642,0.50923860,0.05025883,0.43529412,0.59215689,0.17801611,0.53809512,0.00121077,0.27622986,false,
2,2,clean_negative/clean_2_31.jpg,train,clean_negative,clean_negative,true_negative,0.02318598,0.75,0.72681402,0.55296522,0.08785335,0.48627451,0.76078433,0.09743229,0.58528566,0.00647427,0.29562378,false,
2,2,clean_negative/clean_2_32.jpg,train,clean_negative,clean_negative,true_negative,0.01131306,0.75,0.73868694,0.53781259,0.07885505,0.46274510,0.70980394,0.09736999,0.56721556,0.00548455,0.27890015,false,
2,2,clean_negative/clean_2_33.jpg,train,clean_negative,clean_negative,true_negative,0.03202149,0.75,0.71797851,0.52415550,0.07508396,0.44313726,0.67843139,0.09611356,0.55033934,0.00519946,0.28213501,false,
2,2,clean_negative/clean_2_34.jpg,train,clean_negative,clean_negative,true_negative,0.05509454,0.75,0.69490546,0.52474964,0.08351078,0.43529412,0.70196080,0.09402551,0.54818016,0.00559191,0.31474304,false,
2,2,clean_negative/clean_2_35.jpg,train,clean_negative,clean_negative,true_negative,0.00017969,0.75,0.74982031,0.53151727,0.05440904,0.50196081,0.62352943,0.11832659,0.58042479,0.00219336,0.07955933,false,
2,2,clean_negative/clean_2_36.jpg,train,clean_negative,clean_negative,true_negative,0.00669780,0.75,0.74330220,0.53549576,0.06221145,0.50196081,0.67058825,0.10984169,0.57947773,0.00322429,0.13046265,false,
2,2,clean_negative/clean_2_37.jpg,train,clean_negative,clean_negative,true_negative,0.01171424,0.75,0.73828576,0.53883803,0.06859054,0.50196081,0.69411767,0.10101193,0.57768047,0.00424048,0.17494202,false,
2,2,clean_negative/clean_2_38.jpg,train,clean_negative,clean_negative,true_negative,0.27328138,0.75,0.47671862,0.54793537,0.08205445,0.44313726,0.70196080,0.21891093,0.58354384,0.00242558,0.46067810,false,
2,2,clean_negative/clean_2_39.jpg,train,clean_negative,clean_negative,true_negative,0.19426036,0.75,0.55573964,0.52284139,0.07342009,0.43529412,0.66666669,0.22754267,0.55921245,0.00194476,0.40086365,false,
2,2,clean_negative/clean_2_40.jpg,train,clean_negative,clean_negative,true_negative,0.21399302,0.75,0.53600698,0.50555921,0.05958397,0.43137255,0.60392159,0.21901438,0.54021263,0.00146784,0.33271790,false,
2,2,clean_negative/clean_2_41.jpg,train,clean_negative,clean_negative,true_negative,0.06211198,0.75,0.68788802,0.50137305,0.04661327,0.43137255,0.56470591,0.18720147,0.53097779,0.00116154,0.27241516,false,
2,2,clean_negative/clean_2_42.jpg,train,clean_negative,clean_negative,true_negative,0.03434518,0.75,0.71565482,0.50672233,0.04406594,0.43529412,0.56078434,0.14936346,0.53069812,0.00096109,0.22399902,false,
2,2,clean_negative/clean_2_43.jpg,train,clean_negative,clean_negative,true_negative,0.00007381,0.75,0.74992619,0.52457821,0.04129037,0.50196081,0.54509807,0.11871465,0.57420474,0.00149542,0.05270386,false,
2,2,clean_negative/clean_2_44.jpg,train,clean_negative,clean_negative,true_negative,0.00308869,0.75,0.74691131,0.52748525,0.04938953,0.50196081,0.61568630,0.11046299,0.57253420,0.00232028,0.09471130,false,
2,2,clean_negative/clean_2_45.jpg,train,clean_negative,clean_negative,true_negative,0.00537608,0.75,0.74462392,0.52932000,0.05455286,0.49803922,0.63921571,0.10144433,0.56948042,0.00310799,0.12837219,false,
2,2,clean_negative/clean_2_46.jpg,train,clean_negative,clean_negative,true_negative,0.00552764,0.75,0.74447236,0.53020370,0.05971208,0.49019608,0.65882355,0.09189670,0.56606030,0.00382199,0.15748596,false,
2,2,clean_negative/clean_2_47.jpg,train,clean_negative,clean_negative,true_negative,0.00338455,0.75,0.74661545,0.52369797,0.05819976,0.47450981,0.63921571,0.08239849,0.55488598,0.00352462,0.16119385,false,
2,2,clean_negative/clean_2_48.jpg,train,clean_negative,clean_negative,true_negative,0.01236497,0.75,0.73763503,0.51583886,0.05794417,0.45490196,0.62745100,0.07496230,0.54290015,0.00371780,0.18338013,false,
2,2,clean_negative/clean_2_49.jpg,train,clean_negative,clean_negative,true_negative,0.01937933,0.75,0.73062067,0.51754022,0.07069274,0.44313726,0.66666669,0.06851567,0.54085368,0.00435554,0.22517395,false,
2,2,dirty_positive/dirty_2_1.jpg,train,dirty_positive,clean_negative,false_negative,0.57188514,0.75,0.17811486,0.67189252,0.07155798,0.57647061,0.80784315,0.13905630,0.69410849,0.00118731,0.37547302,false,
2,2,dirty_positive/dirty_2_2.jpg,train,dirty_positive,dirty_positive,true_positive,0.86161610,0.75,0.11161610,0.68803442,0.07183824,0.59215689,0.82352942,0.12104996,0.70740151,0.00121741,0.35034180,false,
2,2,dirty_positive/dirty_2_3.jpg,train,dirty_positive,dirty_positive,true_positive,0.94944936,0.75,0.19944936,0.71212697,0.07574463,0.60784316,0.85098040,0.10482167,0.72899890,0.00134527,0.39765930,false,
2,2,dirty_positive/dirty_2_4.jpg,train,dirty_positive,dirty_positive,true_positive,0.84422721,0.75,0.09422721,0.68317258,0.07138383,0.58431375,0.81568629,0.12581962,0.70304537,0.00115006,0.34892273,false,
2,2,dirty_positive/dirty_2_5.jpg,train,dirty_positive,clean_negative,false_negative,0.39966724,0.75,0.35033276,0.60845166,0.08203820,0.47450981,0.71764708,0.16421235,0.63745630,0.00055018,0.21646118,false,
2,2,dirty_positive/dirty_2_6.jpg,train,dirty_positive,clean_negative,false_negative,0.13407526,0.75,0.61592474,0.60650873,0.09081462,0.46666667,0.74509805,0.18342161,0.63792819,0.00068042,0.29627991,false,
2,2,dirty_positive/dirty_2_7.jpg,train,dirty_positive,clean_negative,false_negative,0.51165607,0.75,0.23834393,0.62181145,0.08681188,0.47450981,0.74117649,0.16329838,0.65080649,0.00062295,0.26412964,false,
2,2,dirty_positive/dirty_2_8.jpg,train,dirty_positive,dirty_positive,true_positive,0.79515843,0.75,0.04515843,0.56513333,0.07438016,0.46274510,0.68627453,0.22394507,0.60284036,0.00064033,0.24868774,false,
2,2,dirty_positive/dirty_2_9.jpg,train,dirty_positive,dirty_positive,true_positive,0.81878167,0.75,0.06878167,0.58160508,0.06331495,0.48627451,0.68627453,0.19923964,0.61307800,0.00138347,0.34271240,false,
2,2,dirty_positive/dirty_2_10.jpg,train,dirty_positive,dirty_positive,true_positive,0.96472630,0.75,0.21472630,0.59405416,0.06124578,0.49803922,0.68235296,0.17034914,0.62080538,0.00138043,0.31446838,false,
2,2,dirty_positive/dirty_2_11.jpg,train,dirty_positive,dirty_positive,true_positive,0.85754868,0.75,0.10754868,0.60113037,0.08231161,0.47843137,0.74509805,0.18647799,0.63112003,0.00141618,0.38383484,false,
2,2,dirty_positive/dirty_2_12.jpg,train,dirty_positive,dirty_positive,true_positive,0.84666097,0.75,0.09666097,0.58540201,0.08862310,0.46274510,0.75686276,0.21864070,0.62054878,0.00129476,0.40444946,false,
2,2,dirty_positive/dirty_2_13.jpg,train,dirty_positive,dirty_positive,true_positive,0.92636696,0.75,0.17636696,0.59752727,0.05107804,0.52549022,0.67843139,0.19409522,0.62813342,0.00115215,0.32424927,false,
2,2,dirty_positive/dirty_2_14.jpg,train,dirty_positive,clean_negative,false_negative,0.61228633,0.75,0.13771367,0.60833055,0.04804365,0.53725493,0.68627453,0.17457473,0.63582814,0.00104740,0.27709961,false,
2,2,dirty_positive/dirty_2_15.jpg,train,dirty_positive,dirty_positive,true_positive,0.84778692,0.75,0.09778692,0.61198521,0.06042654,0.53333336,0.72549021,0.19327125,0.64280671,0.00117820,0.37547302,false,
2,2,dirty_positive/dirty_2_16.jpg,train,dirty_positive,dirty_positive,true_positive,0.98723093,0.75,0.23723093,0.58524519,0.05515993,0.51372552,0.68627453,0.21409333,0.61915493,0.00113962,0.35235596,false,
2,2,dirty_positive/dirty_2_17.jpg,train,dirty_positive,dirty_positive,true_positive,0.89857153,0.75,0.14857153,0.58573025,0.05898849,0.51372552,0.69803923,0.21114485,0.61937189,0.00130214,0.37095642,false,
2,2,dirty_positive/dirty_2_18.jpg,train,dirty_positive,dirty_positive,true_positive,0.95742039,0.75,0.20742039,0.58539021,0.08006310,0.49019608,0.75294119,0.22504382,0.62106037,0.00124853,0.40112305,false,
2,2,dirty_positive/dirty_2_19.jpg,train,dirty_positive,dirty_positive,true_positive,0.91241925,0.75,0.16241925,0.59673744,0.05049153,0.52549022,0.67843139,0.19318174,0.62718666,0.00115443,0.32081604,false,
2,2,dirty_positive/dirty_2_20.jpg,train,dirty_positive,dirty_positive,true_positive,0.92459081,0.75,0.17459081,0.58570832,0.05946513,0.50588238,0.69411767,0.22153424,0.62065226,0.00107782,0.35623169,false,
2,2,dirty_positive/dirty_2_21.jpg,train,dirty_positive,clean_negative,false_negative,0.43098351,0.75,0.31901649,0.57591838,0.09106981,0.45098040,0.73725492,0.23078004,0.61459076,0.00081197,0.35076904,false,
2,2,dirty_positive/dirty_2_22.jpg,train,dirty_positive,clean_negative,false_negative,0.46596395,0.75,0.28403605,0.60222465,0.09215187,0.45882353,0.74901962,0.19135827,0.63475204,0.00073819,0.32507324,false,
2,2,dirty_positive/dirty_2_23.jpg,train,dirty_positive,clean_negative,false_negative,0.44742282,0.75,0.30257718,0.58602339,0.09235409,0.45490196,0.74509805,0.21656805,0.62240100,0.00080858,0.35154724,false,
2,2,dirty_positive/dirty_2_24.jpg,train,dirty_positive,dirty_positive,true_positive,0.95323474,0.75,0.20323474,0.55184966,0.07862648,0.45098040,0.70588237,0.26689333,0.59600484,0.00077543,0.33839417,false,
2,2,dirty_positive/dirty_2_25.jpg,train,dirty_positive,dirty_positive,true_positive,0.96598160,0.75,0.21598160,0.58168912,0.07298259,0.49411765,0.73333335,0.22456601,0.61748040,0.00125544,0.38801575,false,
2,2,dirty_positive/dirty_2_26.jpg,train,dirty_positive,clean_negative,false_negative,0.68010346,0.75,0.06989654,0.58592272,0.08176931,0.49019608,0.75686276,0.22520226,0.62165231,0.00123026,0.40513611,false,
2,2,dirty_positive/dirty_2_27.jpg,train,dirty_positive,dirty_positive,true_positive,0.97235116,0.75,0.22235116,0.58625561,0.07361213,0.50196081,0.74117649,0.22073892,0.62156653,0.00123930,0.38894653,false,
2,2,dirty_positive/dirty_2_28.jpg,train,dirty_positive,dirty_positive,true_positive,0.97573474,0.75,0.22573474,0.57327414,0.07978251,0.47058824,0.73333335,0.23504490,0.61077189,0.00122126,0.38465881,false,
2,2,dirty_positive/dirty_2_29.jpg,train,dirty_positive,clean_negative,false_negative,0.73655916,0.75,0.01344084,0.58946681,0.05888483,0.51372552,0.69803923,0.21632321,0.62364620,0.00112533,0.35842896,false,
2,2,dirty_positive/dirty_2_30.jpg,train,dirty_positive,clean_negative,false_negative,0.61917607,0.75,0.13082393,0.60530388,0.07112516,0.50980395,0.74117649,0.20615362,0.63791865,0.00113817,0.41213989,false,
2,2,dirty_positive/dirty_2_31.jpg,train,dirty_positive,dirty_positive,true_positive,0.83459872,0.75,0.08459872,0.61066413,0.05473880,0.53725493,0.70588237,0.18800235,0.64056158,0.00113592,0.34504700,false,
2,2,dirty_positive/dirty_2_32.jpg,train,dirty_positive,dirty_positive,true_positive,0.77925823,0.75,0.02925823,0.62126458,0.05848148,0.54117650,0.72549021,0.18246700,0.65035695,0.00120721,0.37315369,false,
2,2,dirty_positive/dirty_2_33.jpg,train,dirty_positive,clean_negative,false_negative,0.31802518,0.75,0.43197482,0.56339383,0.07594993,0.45882353,0.71372551,0.24603716,0.60184300,0.00113957,0.38307190,false,
2,2,dirty_positive/dirty_2_34.jpg,train,dirty_positive,clean_negative,false_negative,0.38934080,0.75,0.36065920,0.56806362,0.07163650,0.47058824,0.70980394,0.24046579,0.60573936,0.00115961,0.38406372,false,
2,2,dirty_positive/dirty_2_35.jpg,train,dirty_positive,clean_negative,false_negative,0.18442454,0.75,0.56557546,0.55846101,0.09798189,0.45098040,0.76470590,0.25227848,0.59731138,0.00116246,0.38772583,false,
2,2,dirty_positive/dirty_2_36.jpg,train,dirty_positive,clean_negative,false_negative,0.35969807,0.75,0.39030193,0.58442831,0.09325527,0.46666667,0.76862746,0.22924124,0.62059414,0.00124235,0.43032837,false,
2,2,dirty_positive/dirty_2_37.jpg,train,dirty_positive,dirty_positive,true_positive,0.99965621,0.75,0.24965621,0.71907717,0.07776242,0.61960787,0.86666667,0.08768814,0.74034131,0.00317861,0.51860046,false,
2,2,dirty_positive/dirty_2_38.jpg,train,dirty_positive,dirty_positive,true_positive,0.99844958,0.75,0.24844958,0.73223948,0.07467423,0.63137257,0.87450981,0.08611660,0.75174803,0.00277766,0.53697205,false,
2,2,dirty_positive/dirty_2_39.jpg,train,dirty_positive,dirty_positive,true_positive,0.99744444,0.75,0.24744444,0.71358109,0.07872106,0.60784316,0.86666667,0.08900321,0.73378670,0.00348636,0.52082825,false,
2,2,dirty_positive/dirty_2_40.jpg,train,dirty_positive,dirty_positive,true_positive,0.99745093,0.75,0.24745093,0.71348429,0.07888725,0.60784316,0.86666667,0.08904007,0.73354119,0.00351316,0.52209473,false,
2,2,dirty_positive/dirty_2_41.jpg,train,dirty_positive,dirty_positive,true_positive,0.91069783,0.75,0.16069783,0.52636552,0.06323626,0.44705883,0.63921571,0.28248641,0.57175535,0.00072854,0.29393005,false,
2,2,dirty_positive/dirty_2_42.jpg,train,dirty_positive,clean_negative,false_negative,0.54316290,0.75,0.20683710,0.53369737,0.07622266,0.43921569,0.69803923,0.26639208,0.57583427,0.00071568,0.29222107,false,
2,2,dirty_positive/dirty_2_43.jpg,train,dirty_positive,clean_negative,false_negative,0.63150224,0.75,0.11849776,0.53035039,0.07079959,0.44313726,0.67843139,0.27092674,0.57340056,0.00071396,0.28761292,false,
2,2,dirty_positive/dirty_2_44.jpg,train,dirty_positive,dirty_positive,true_positive,0.97484277,0.75,0.22484277,0.52544236,0.05299246,0.45882353,0.62745100,0.28018624,0.57144064,0.00077549,0.29299927,false,
2,2,dirty_positive/dirty_2_45.jpg,train,dirty_positive,dirty_positive,true_positive,0.91571847,0.75,0.16571847,0.52442276,0.06032703,0.43529412,0.63921571,0.26306602,0.56653166,0.00072405,0.28387451,false,
2,2,dirty_positive/dirty_2_46.jpg,train,dirty_positive,dirty_positive,true_positive,0.79997802,0.75,0.04997802,0.52363300,0.06212478,0.41960785,0.63921571,0.26343876,0.56548131,0.00073815,0.28713989,false,
2,2,dirty_positive/dirty_2_47.jpg,train,dirty_positive,dirty_positive,true_positive,0.96414620,0.75,0.21414620,0.52383411,0.05314571,0.45490196,0.61960787,0.27463889,0.56845140,0.00077134,0.28701782,false,
2,2,dirty_positive/dirty_2_48.jpg,train,dirty_positive,dirty_positive,true_positive,0.79169048,0.75,0.04169048,0.52877510,0.07166501,0.41568628,0.66274512,0.26130864,0.56993139,0.00075198,0.29661560,false,
2,2,dirty_positive/dirty_2_49.jpg,train,dirty_positive,dirty_positive,true_positive,0.75791151,0.75,0.00791151,0.52386880,0.06430404,0.41176471,0.63921571,0.26209730,0.56524348,0.00073052,0.29040527,false,
2,2,dirty_positive/dirty_2_50.jpg,train,dirty_positive,dirty_positive,true_positive,0.84548317,0.75,0.09548317,0.53310859,0.07367340,0.44313726,0.69411767,0.27200392,0.57642651,0.00074559,0.29808044,false,
2,2,dirty_positive/dirty_2_51.jpg,train,dirty_positive,clean_negative,false_negative,0.32352395,0.75,0.42647605,0.52373946,0.06677322,0.41176471,0.64313728,0.22899207,0.55923152,0.00064581,0.26690674,false,
2,2,dirty_positive/dirty_2_52.jpg,train,dirty_positive,dirty_positive,true_positive,0.89313033,0.75,0.14313033,0.52690917,0.06503650,0.44313726,0.64705884,0.27406827,0.57075596,0.00075609,0.29167175,false,
2,2,dirty_positive/dirty_2_53.jpg,train,dirty_positive,dirty_positive,true_positive,0.99908184,0.75,0.24908184,0.70104027,0.08211948,0.58823532,0.85882354,0.09675264,0.71815372,0.00371281,0.57144165,false,
2,2,dirty_positive/dirty_2_54.jpg,train,dirty_positive,dirty_positive,true_positive,0.99942894,0.75,0.24942894,0.70490146,0.08152667,0.59215689,0.86274511,0.09331175,0.72229499,0.00367640,0.56230164,false,
2,2,dirty_positive/dirty_2_55.jpg,train,dirty_positive,dirty_positive,true_positive,0.99955160,0.75,0.24955160,0.71022791,0.07984498,0.60392159,0.86666667,0.08994034,0.72853613,0.00364614,0.54266357,false,
2,2,dirty_positive/dirty_2_56.jpg,train,dirty_positive,dirty_positive,true_positive,0.99713025,0.75,0.24713025,0.69121516,0.08163320,0.58039218,0.85098040,0.10568310,0.70850575,0.00364765,0.57664490,false,
2,2,dirty_positive/dirty_2_57.jpg,train,dirty_positive,dirty_positive,true_positive,0.75424974,0.75,0.00424974,0.62250966,0.10337033,0.49803922,0.81960785,0.20538774,0.65436113,0.00191843,0.49821472,false,
2,2,dirty_positive/dirty_2_58.jpg,train,dirty_positive,dirty_positive,true_positive,0.97180516,0.75,0.22180516,0.64405996,0.10184152,0.51372552,0.83529413,0.18285403,0.67256498,0.00229791,0.54069519,false,
2,2,dirty_positive/dirty_2_59.jpg,train,dirty_positive,dirty_positive,true_positive,0.93426079,0.75,0.18426079,0.67118871,0.09514387,0.53333336,0.84705883,0.15822624,0.69625896,0.00272783,0.56825256,false,
2,2,dirty_positive/dirty_2_60.jpg,train,dirty_positive,dirty_positive,true_positive,0.85377690,0.75,0.10377690,0.58874023,0.09295481,0.48235294,0.78039217,0.23513371,0.62486207,0.00159141,0.43827820,false,
2,2,dirty_positive/dirty_2_61.jpg,train,dirty_positive,dirty_positive,true_positive,0.92831185,0.75,0.17831185,0.51557982,0.06370730,0.44313726,0.63137257,0.28428495,0.55781436,0.00133061,0.33824158,false,
2,2,dirty_positive/dirty_2_62.jpg,train,dirty_positive,dirty_positive,true_positive,0.89209786,0.75,0.14209786,0.52171034,0.07028244,0.44313726,0.66274512,0.28015485,0.56363350,0.00132289,0.34605408,false,
2,2,dirty_positive/dirty_2_63.jpg,train,dirty_positive,dirty_positive,true_positive,0.91089104,0.75,0.16089104,0.51907682,0.07397617,0.43921569,0.67843139,0.27939832,0.56060386,0.00133658,0.34425354,false,
2,2,dirty_positive/dirty_2_64.jpg,train,dirty_positive,dirty_positive,true_positive,0.84525940,0.75,0.09525940,0.50569808,0.05364906,0.43921569,0.59607846,0.28480989,0.54750431,0.00130258,0.32328796,false,
2,2,dirty_positive/dirty_2_65.jpg,train,dirty_positive,dirty_positive,true_positive,0.90833159,0.75,0.15833159,0.54785872,0.06685651,0.47058824,0.68235296,0.26607266,0.58824855,0.00133663,0.37055969,false,
2,2,dirty_positive/dirty_2_66.jpg,train,dirty_positive,dirty_positive,true_positive,0.95691994,0.75,0.20691994,0.56326318,0.07715054,0.47450981,0.72549021,0.25342655,0.60174322,0.00144239,0.39756775,false,
