image_id,crop_path,error_type,crop_label,prediction,probability_dirty_positive,selected_threshold,threshold_margin,selection_reason,contact_sheet_path
8,dirty_positive/dirty_8_69.jpg,false_negative,dirty_positive,clean_negative,0.11534190,0.30,0.18465810,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_59.jpg,false_negative,dirty_positive,clean_negative,0.16409564,0.30,0.13590436,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_16.jpg,false_negative,dirty_positive,clean_negative,0.16707470,0.30,0.13292530,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_45.jpg,false_negative,dirty_positive,clean_negative,0.16770903,0.30,0.13229097,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_46.jpg,false_negative,dirty_positive,clean_negative,0.19139020,0.30,0.10860980,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,clean_negative/clean_8_77.jpg,false_positive,clean_negative,dirty_positive,0.99251458,0.30,0.69251458,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_60.jpg,false_positive,clean_negative,dirty_positive,0.99244577,0.30,0.69244577,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_78.jpg,false_positive,clean_negative,dirty_positive,0.99161363,0.30,0.69161363,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_59.jpg,false_positive,clean_negative,dirty_positive,0.98719224,0.30,0.68719224,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_58.jpg,false_positive,clean_negative,dirty_positive,0.98717213,0.30,0.68717213,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_79.jpg,false_positive,clean_negative,dirty_positive,0.98255972,0.30,0.68255972,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_70.jpg,false_positive,clean_negative,dirty_positive,0.97752473,0.30,0.67752473,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_50.jpg,false_positive,clean_negative,dirty_positive,0.97602060,0.30,0.67602060,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_69.jpg,false_positive,clean_negative,dirty_positive,0.97549533,0.30,0.67549533,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_51.jpg,false_positive,clean_negative,dirty_positive,0.95383752,0.30,0.65383752,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_42.jpg,false_positive,clean_negative,dirty_positive,0.95300727,0.30,0.65300727,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_71.jpg,false_positive,clean_negative,dirty_positive,0.95013076,0.30,0.65013076,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_52.jpg,false_positive,clean_negative,dirty_positive,0.94031075,0.30,0.64031075,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_43.jpg,false_positive,clean_negative,dirty_positive,0.92493425,0.30,0.62493425,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_44.jpg,false_positive,clean_negative,dirty_positive,0.91008557,0.30,0.61008557,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
8,clean_negative/clean_8_80.jpg,false_positive,clean_negative,dirty_positive,0.90623150,0.30,0.60623150,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_positive.jpg
9,dirty_positive/dirty_9_48.jpg,false_negative,dirty_positive,clean_negative,0.01006277,0.60,0.58993723,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_47.jpg,false_negative,dirty_positive,clean_negative,0.01800759,0.60,0.58199241,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_46.jpg,false_negative,dirty_positive,clean_negative,0.02144324,0.60,0.57855676,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_51.jpg,false_negative,dirty_positive,clean_negative,0.06001546,0.60,0.53998454,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_3.jpg,false_negative,dirty_positive,clean_negative,0.07430571,0.60,0.52569429,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_49.jpg,false_negative,dirty_positive,clean_negative,0.07492502,0.60,0.52507498,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_52.jpg,false_negative,dirty_positive,clean_negative,0.12845035,0.60,0.47154965,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_37.jpg,false_negative,dirty_positive,clean_negative,0.13378601,0.60,0.46621399,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_10.jpg,false_negative,dirty_positive,clean_negative,0.13406940,0.60,0.46593060,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_50.jpg,false_negative,dirty_positive,clean_negative,0.13503476,0.60,0.46496524,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_30.jpg,false_negative,dirty_positive,clean_negative,0.14070500,0.60,0.45929500,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_4.jpg,false_negative,dirty_positive,clean_negative,0.14297749,0.60,0.45702251,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_40.jpg,false_negative,dirty_positive,clean_negative,0.15469863,0.60,0.44530137,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_11.jpg,false_negative,dirty_positive,clean_negative,0.15667011,0.60,0.44332989,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_16.jpg,false_negative,dirty_positive,clean_negative,0.18474139,0.60,0.41525861,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,dirty_positive/dirty_9_7.jpg,false_negative,dirty_positive,clean_negative,0.19700066,0.60,0.40299934,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_negative.jpg
9,clean_negative/clean_9_127.jpg,false_positive,clean_negative,dirty_positive,0.67815291,0.60,0.07815291,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_9_false_positive.jpg
11,dirty_positive/dirty_11_119.jpg,false_negative,dirty_positive,clean_negative,0.01751597,0.20,0.18248403,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_negative.jpg
11,dirty_positive/dirty_11_120.jpg,false_negative,dirty_positive,clean_negative,0.02972938,0.20,0.17027062,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_negative.jpg
11,dirty_positive/dirty_11_117.jpg,false_negative,dirty_positive,clean_negative,0.04556148,0.20,0.15443852,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_negative.jpg
11,dirty_positive/dirty_11_118.jpg,false_negative,dirty_positive,clean_negative,0.04627748,0.20,0.15372252,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_negative.jpg
11,dirty_positive/dirty_11_124.jpg,false_negative,dirty_positive,clean_negative,0.10232971,0.20,0.09767029,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_negative.jpg
11,clean_negative/clean_11_28.jpg,false_positive,clean_negative,dirty_positive,0.81051607,0.20,0.61051607,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_5.jpg,false_positive,clean_negative,dirty_positive,0.78183683,0.20,0.58183683,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_6.jpg,false_positive,clean_negative,dirty_positive,0.77722395,0.20,0.57722395,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_41.jpg,false_positive,clean_negative,dirty_positive,0.74836093,0.20,0.54836093,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_29.jpg,false_positive,clean_negative,dirty_positive,0.73510435,0.20,0.53510435,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_35.jpg,false_positive,clean_negative,dirty_positive,0.70415364,0.20,0.50415364,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_7.jpg,false_positive,clean_negative,dirty_positive,0.68519693,0.20,0.48519693,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_23.jpg,false_positive,clean_negative,dirty_positive,0.67197547,0.20,0.47197547,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_4.jpg,false_positive,clean_negative,dirty_positive,0.63679383,0.20,0.43679383,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_24.jpg,false_positive,clean_negative,dirty_positive,0.63645228,0.20,0.43645228,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_42.jpg,false_positive,clean_negative,dirty_positive,0.62596798,0.20,0.42596798,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_36.jpg,false_positive,clean_negative,dirty_positive,0.58703969,0.20,0.38703969,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_21.jpg,false_positive,clean_negative,dirty_positive,0.57209116,0.20,0.37209116,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_30.jpg,false_positive,clean_negative,dirty_positive,0.56050673,0.20,0.36050673,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_22.jpg,false_positive,clean_negative,dirty_positive,0.55531064,0.20,0.35531064,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
11,clean_negative/clean_11_15.jpg,false_positive,clean_negative,dirty_positive,0.54397402,0.20,0.34397402,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_11_false_positive.jpg
14,dirty_positive/dirty_14_59.jpg,false_negative,dirty_positive,clean_negative,0.00002898,0.85,0.84997102,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_60.jpg,false_negative,dirty_positive,clean_negative,0.00384589,0.85,0.84615411,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_58.jpg,false_negative,dirty_positive,clean_negative,0.01657975,0.85,0.83342025,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_44.jpg,false_negative,dirty_positive,clean_negative,0.06002685,0.85,0.78997315,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_57.jpg,false_negative,dirty_positive,clean_negative,0.06436477,0.85,0.78563523,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_43.jpg,false_negative,dirty_positive,clean_negative,0.15080435,0.85,0.69919565,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_42.jpg,false_negative,dirty_positive,clean_negative,0.15509401,0.85,0.69490599,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_41.jpg,false_negative,dirty_positive,clean_negative,0.30040279,0.85,0.54959721,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_4.jpg,false_negative,dirty_positive,clean_negative,0.41112379,0.85,0.43887621,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_2.jpg,false_negative,dirty_positive,clean_negative,0.44953440,0.85,0.40046560,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_34.jpg,false_negative,dirty_positive,clean_negative,0.47000451,0.85,0.37999549,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_16.jpg,false_negative,dirty_positive,clean_negative,0.55488213,0.85,0.29511787,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_5.jpg,false_negative,dirty_positive,clean_negative,0.56179757,0.85,0.28820243,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_13.jpg,false_negative,dirty_positive,clean_negative,0.56846303,0.85,0.28153697,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_51.jpg,false_negative,dirty_positive,clean_negative,0.57703316,0.85,0.27296684,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,dirty_positive/dirty_14_55.jpg,false_negative,dirty_positive,clean_negative,0.58491004,0.85,0.26508996,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_negative.jpg
14,clean_negative/clean_14_101.jpg,false_positive,clean_negative,dirty_positive,0.90344836,0.85,0.05344836,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_14_false_positive.jpg
15,dirty_positive/dirty_15_40.jpg,false_negative,dirty_positive,clean_negative,0.09081645,0.15,0.05918355,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_negative.jpg
15,dirty_positive/dirty_15_1.jpg,false_negative,dirty_positive,clean_negative,0.14597777,0.15,0.00402223,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_negative.jpg
15,clean_negative/clean_15_36.jpg,false_positive,clean_negative,dirty_positive,0.98903543,0.15,0.83903543,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_24.jpg,false_positive,clean_negative,dirty_positive,0.98260345,0.15,0.83260345,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_29.jpg,false_positive,clean_negative,dirty_positive,0.98129031,0.15,0.83129031,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_56.jpg,false_positive,clean_negative,dirty_positive,0.96601347,0.15,0.81601347,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_70.jpg,false_positive,clean_negative,dirty_positive,0.94156382,0.15,0.79156382,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_55.jpg,false_positive,clean_negative,dirty_positive,0.93537613,0.15,0.78537613,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_54.jpg,false_positive,clean_negative,dirty_positive,0.93268030,0.15,0.78268030,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_89.jpg,false_positive,clean_negative,dirty_positive,0.92236856,0.15,0.77236856,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_22.jpg,false_positive,clean_negative,dirty_positive,0.91172795,0.15,0.76172795,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_43.jpg,false_positive,clean_negative,dirty_positive,0.90695154,0.15,0.75695154,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_69.jpg,false_positive,clean_negative,dirty_positive,0.88465907,0.15,0.73465907,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_53.jpg,false_positive,clean_negative,dirty_positive,0.87736277,0.15,0.72736277,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_68.jpg,false_positive,clean_negative,dirty_positive,0.87145083,0.15,0.72145083,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_57.jpg,false_positive,clean_negative,dirty_positive,0.85881003,0.15,0.70881003,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_23.jpg,false_positive,clean_negative,dirty_positive,0.85145440,0.15,0.70145440,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
15,clean_negative/clean_15_88.jpg,false_positive,clean_negative,dirty_positive,0.84925303,0.15,0.69925303,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_15_false_positive.jpg
