image_id,spot_id,x_center,y_center,bbox_x,bbox_y,bbox_width,bbox_height,component_area,equivalent_circle_radius,enclosing_circle_radius,nearest_neighbor_distance,source_marked_image
11,11_spot_028,501.3328,1127.0894,452,1078,99,98,1364,20.8369,56.3062,140.7409,11m.jpg
11,11_spot_029,418.2739,1240.7081,356,1178,125,126,1785,23.8366,62.8841,140.7409,11m.jpg
11,11_spot_030,141.0931,1253.7586,102,1212,84,85,1342,20.6681,42.7666,147.7257,11m.jpg
11,11_spot_031,581.4571,1323.7526,537,1279,89,89,1269,20.0981,51.7157,183.0987,11m.jpg
12,12_spot_001,607.7205,200.1353,571,163,75,75,1027,18.0805,37.4562,153.3163,12m.jpg
12,12_spot_002,380.0644,210.4068,327,169,105,84,1320,20.498,56.6856,89.107,12m.jpg
12,12_spot_003,854.5096,287.798,804,245,100,87,1307,20.3968,53.0029,109.2199,12m.jpg
12,12_spot_004,417.4099,291.3102,384,259,66,66,893,16.8597,39.7053,78.4625,12m.jpg
12,12_spot_005,745.7789,298.124,706,258,81,81,1081,18.5497,45.3928,109.2199,12m.jpg
12,12_spot_006,494.8556,303.9014,459,269,72,72,1004,17.8769,42.4854,78.4625,12m.jpg
12,12_spot_007,1026.4646,387.5028,983,331,89,115,1412,21.2003,62.598,135.8502,12m.jpg
12,12_spot_008,526.6706,396.1995,485,355,84,83,1108,18.78,50.2843,97.6275,12m.jpg
12,12_spot_009,892.4326,409.6547,850,358,85,104,1306,20.389,55.3201,127.6214,12m.jpg
12,12_spot_010,372.3572,434.4462,307,381,137,117,2055,25.5759,76.0633,87.4108,12m.jpg
12,12_spot_011,245.8834,413.4904,209,384,75,60,883,16.7651,40.0781,128.1982,12m.jpg
12,12_spot_012,436.4005,493.9365,380,437,115,119,1763,23.6892,74.3002,87.4108,12m.jpg
12,12_spot_013,752.2431,658.6911,676,559,166,200,3694,34.2905,108.1042,162.8754,12m.jpg
12,12_spot_014,290.0068,595.1387,265,574,51,42,591,13.7157,26.6731,51.7647,12m.jpg
12,12_spot_015,515.6349,651.2482,470,607,91,90,1249,19.9391,53.5293,98.124,12m.jpg
12,12_spot_016,915.1116,660.1955,861,616,110,90,1371,20.8903,58.7389,104.7302,12m.jpg
12,12_spot_017,260.661,637.7815,238,620,47,36,531,13.0009,23.6486,51.7647,12m.jpg
12,12_spot_018,1016.9376,684.6879,993,655,50,60,721,15.1493,32.0703,104.7302,12m.jpg
12,12_spot_019,130.22,695.5108,107,672,48,48,650,14.3841,27.3383,101.2491,12m.jpg
12,12_spot_020,231.357,700.2732,207,682,49,38,549,13.2194,26.6694,69.0213,12m.jpg
12,12_spot_021,545.7405,744.6398,504,703,84,84,1152,19.1492,47.0572,98.124,12m.jpg
12,12_spot_022,296.3805,724.6374,263,704,67,43,728,15.2227,33.8679,69.4382,12m.jpg
12,12_spot_023,391.8519,738.4042,354,712,76,54,898,16.9069,38.8105,96.4589,12m.jpg
12,12_spot_024,953.4633,778.6157,894,720,119,118,1660,22.9868,59.168,102.1541,12m.jpg
12,12_spot_025,266.6048,792.0891,247,772,40,41,539,13.0984,20.319,50.7291,12m.jpg
12,12_spot_026,1035.9135,838.9269,996,788,80,103,1272,20.1219,55.754,102.1541,12m.jpg
12,12_spot_027,237.6394,833.7358,212,808,52,52,685,14.7663,25.8182,50.7291,12m.jpg
12,12_spot_028,356.0474,843.6525,326,814,61,61,823,16.1855,35.7964,103.2413,12m.jpg
12,12_spot_029,806.9267,861.5927,770,825,75,74,982,17.6799,43.9547,168.3988,12m.jpg
12,12_spot_030,180.768,860.335,159,835,44,51,612,13.9573,26.8922,62.7844,12m.jpg
12,12_spot_031,529.7645,899.4636,491,860,79,80,1100,18.7121,47.8371,137.187,12m.jpg
12,12_spot_032,162.3089,948.0511,129,915,67,67,900,16.9257,38.295,89.6373,12m.jpg
12,12_spot_033,279.0389,1018.0339,249,988,61,61,796,15.9177,35.7685,136.101,12m.jpg
12,12_spot_034,482.757,1028.3456,445,995,77,68,1004,17.8769,41.0772,94.4947,12m.jpg
12,12_spot_035,601.2382,1045.4309,554,999,95,95,1339,20.645,57.3194,119.7068,12m.jpg
12,12_spot_036,57.3466,1093.4313,29,1066,56,56,779,15.7469,28.28,81.453,12m.jpg
12,12_spot_037,501.8874,1120.8835,449,1067,107,107,1545,22.1763,53.5864,94.4947,12m.jpg
12,12_spot_038,112.0385,1153.7918,82,1128,61,53,754,15.4921,32.5961,81.453,12m.jpg
12,12_spot_039,411.8429,1274.136,350,1224,123,102,1757,23.6489,71.318,177.7479,12m.jpg
13,13_spot_001,446.69,418.0231,411,379,76,78,1258,20.0108,39.5851,103.5988,13m.jpg
13,13_spot_002,727.6362,419.7099,673,381,112,78,1358,20.791,56.8794,120.0805,13m.jpg
13,13_spot_003,348.9867,452.4727,310,399,76,111,1430,21.335,60.3843,103.5988,13m.jpg
13,13_spot_004,831.6705,479.6783,803,451,59,58,774,15.6962,33.6806,110.6905,13m.jpg
13,13_spot_005,965.8995,534.0919,932,501,68,68,925,17.1592,39.1282,139.3146,13m.jpg
13,13_spot_006,741.8596,544.3807,699,502,87,86,1182,19.397,49.543,110.6905,13m.jpg
13,13_spot_007,263.8333,537.1487,243,516,43,43,558,13.3273,25.1671,57.5517,13m.jpg
13,13_spot_008,302.0633,580.168,274,552,57,58,774,15.6962,33.7549,57.5517,13m.jpg
13,13_spot_009,1065.4222,631.5793,1021,580,87,106,1350,20.7296,57.8015,139.3146,13m.jpg
13,13_spot_010,362.3953,664.328,313,624,100,82,1247,19.9232,53.5211,103.5512,13m.jpg
13,13_spot_011,748.6827,671.2064,701,633,97,78,1182,19.397,52.7377,127.0091,13m.jpg
13,13_spot_012,270.6179,735.0709,243,713,55,45,649,14.373,29.5297,115.7626,13m.jpg
13,13_spot_013,612.0359,804.7083,556,750,112,111,1505,21.8874,68.0185,191.0369,13m.jpg
13,13_spot_014,133.301,812.5695,100,784,68,58,834,16.2933,35.847,120.1443,13m.jpg
13,13_spot_015,247.9197,848.5864,218,812,60,75,909,17.0101,41.0762,115.7626,13m.jpg
13,13_spot_016,1057.273,865.0225,1024,838,67,57,846,16.4101,36.0411,166.1928,13m.jpg
13,13_spot_017,945.4733,987.9895,897,939,99,99,1422,21.2753,58.0905,166.1928,13m.jpg
13,13_spot_018,431.675,1032.7788,375,976,114,115,1569,22.3479,57.3652,229.4994,13m.jpg
13,13_spot_019,220.9401,1123.6676,167,1078,111,91,1369,20.875,58.9174,229.4994,13m.jpg
13,13_spot_020,716.3644,1187.8113,687,1159,59,58,848,16.4294,29.4848,304.006,13m.jpg
14,14_spot_001,415.2077,151.713,382,125,67,55,756,15.5126,35.6722,205.9922,14m.jpg
14,14_spot_002,620.9769,161.2953,585,131,73,61,867,16.6125,38.8492,122.2779,14m.jpg
14,14_spot_003,594.7809,280.7342,548,234,94,94,1264,20.0585,54.2334,122.2779,14m.jpg
14,14_spot_004,427.5511,370.804,386,329,84,85,1087,18.6012,42.0358,188.1834,14m.jpg
14,14_spot_005,790.619,423.1265,747,381,87,86,1202,19.5604,43.2362,118.4907,14m.jpg
14,14_spot_006,712.7548,512.4418,674,486,78,53,885,16.784,39.6549,118.4907,14m.jpg
14,14_spot_007,481.9663,550.9483,449,518,67,66,889,16.8219,33.4499,119.563,14m.jpg
14,14_spot_008,593.5901,593.7904,566,571,56,46,649,14.373,29.6017,119.563,14m.jpg
14,14_spot_009,801.009,693.4363,746,629,102,124,2331,27.2393,64.042,143.6365,14m.jpg
14,14_spot_010,675.6866,763.6199,638,725,77,78,1005,17.8858,44.6375,143.6365,14m.jpg
14,14_spot_011,773.6749,956.1805,735,922,78,69,975,17.6168,41.1851,181.3773,14m.jpg
14,14_spot_012,253.8396,967.8062,218,933,72,71,929,17.1962,42.1946,117.0815,14m.jpg
14,14_spot_013,327.0893,1059.1438,288,1010,79,100,1210,19.6254,54.8863,117.0815,14m.jpg
14,14_spot_014,490.2529,1074.507,458,1047,66,56,783,15.7872,34.9861,163.8853,14m.jpg
14,14_spot_015,826.1259,1129.8084,785,1094,83,72,1096,18.678,43.9091,181.3773,14m.jpg
15,15_spot_001,481.4228,28.7121,448,0,73,51,719,15.1283,38.5137,171.9889,15m.jpg
15,15_spot_002,686.7701,57.977,640,18,94,82,1218,19.6901,49.8228,207.4221,15m.jpg
15,15_spot_003,275.4987,97.7208,228,63,95,71,1139,19.0409,51.793,98.5062,15m.jpg
15,15_spot_004,359.1785,149.6935,326,116,67,68,930,17.2055,33.8915,93.8814,15m.jpg
15,15_spot_005,286.9252,209.6366,245,168,86,85,1230,19.7869,42.8734,92.5449,15m.jpg
15,15_spot_006,379.3169,260.852,344,220,71,82,1054,18.3166,43.0466,90.1586,15m.jpg
15,15_spot_007,298.7993,301.4166,266,268,67,67,917,17.0848,33.4917,90.1586,15m.jpg
15,15_spot_008,868.5441,325.2893,779,278,179,99,2575,28.6295,93.5199,223.7615,15m.jpg
15,15_spot_009,125.0661,330.4932,83,294,85,74,1105,18.7545,45.277,176.1496,15m.jpg
15,15_spot_010,723.0068,495.2543,682,454,83,83,1172,19.3147,47.8686,223.7615,15m.jpg
15,15_spot_011,203.8791,546.3707,167,511,74,73,1017,17.9923,43.6164,126.3111,15m.jpg
15,15_spot_012,471.741,624.4252,413,565,119,119,1691,23.2005,66.9805,102.4047,15m.jpg
15,15_spot_013,136.0622,652.9323,92,608,90,90,1286,20.2323,45.1196,126.3111,15m.jpg
15,15_spot_014,553.6555,685.8803,514,638,80,95,1228,19.7708,50.2495,102.4047,15m.jpg
15,15_spot_015,316.0809,697.763,274,665,84,67,1038,18.1771,45.277,81.0395,15m.jpg
15,15_spot_016,852.7354,773.9557,796,705,112,139,1829,24.1286,74.8616,256.805,15m.jpg
15,15_spot_017,40.734,759.3781,8,726,68,68,1034,18.142,34.085,124.1804,15m.jpg
15,15_spot_018,343.3337,774.0826,310,740,68,69,932,17.224,39.7809,81.0395,15m.jpg
15,15_spot_019,159.5333,795.5376,128,763,64,65,932,17.224,35.6091,124.1804,15m.jpg
15,15_spot_020,383.6569,913.7642,344,874,80,80,1090,18.6268,48.5117,145.3854,15m.jpg
15,15_spot_021,529.517,983.1433,467,936,127,95,1528,22.054,70.0804,139.5013,15m.jpg
15,15_spot_022,896.5323,1026.9984,813,945,166,165,2506,28.2433,93.2806,230.1351,15m.jpg
15,15_spot_023,668.1851,998.3672,622,952,93,93,1291,20.2716,54.8853,139.5013,15m.jpg
15,15_spot_024,590.1288,1121.4078,543,1074,95,95,1312,20.4358,58.0216,145.7113,15m.jpg
