rank,system,score,label,output_file,paired_mask_file,source_id,source_image,x,y,generation_method,blue_marker_ratio,border_foreground_ratio,center_foreground_ratio,contrast,dirty_mark_center_score,dirty_mark_found,dirty_mark_margin_score,dirty_mark_ratio,edge_density,entropy,estimated_background_ratio,exposure_score,flat_ratio,foreground_ratio,high_frequency_energy,laplacian_variance,largest_component_area,largest_component_ratio,largest_flat_background_ratio,local_std_mean,material_border_ratio,material_center_ratio,material_largest_component_area,material_largest_component_ratio,material_ratio,mean_brightness,quality_gate_pass,read_ok,tenengrad
118,system_1_opencv_content_contour,0.92617541,clean_negative,clean_negative/clean_6_192.jpg,,6,6.jpg,384,1117,sliding_window_clean,0.00000000,0.99897461,1.00000000,22.31758384,0.00000000,0.00000000,0.00000000,0.00000000,0.18634033,0.72669562,0.01126099,0.98058319,0.02711487,0.99955750,0.29063234,566.45443028,65507.00000000,0.99955750,0.00294495,13.23058891,0.99150391,0.99591064,64793.00000000,0.98866272,0.98873901,168.33178711,1.00000000,1.00000000,7187.07666016
119,system_1_opencv_content_contour,0.92508361,clean_negative,clean_negative/clean_8_23.jpg,,8,8.jpg,262,612,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.61691391,0.00000000,0.00000000,0.00000000,0.00000000,0.14743042,0.68222984,0.03262329,0.99660492,0.07969666,1.00000000,0.32777217,473.89528412,65536.00000000,1.00000000,0.00164795,11.21622276,0.94291992,0.98675537,63383.00000000,0.96714783,0.96737671,149.23820496,1.00000000,1.00000000,5716.50976562
120,system_1_opencv_content_contour,0.92423859,clean_negative,clean_negative/clean_3_50.jpg,,3,3.jpg,576,888,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.34728807,0.00000000,0.00000000,0.00000000,0.00000000,0.14285278,0.72044222,0.02737427,0.99546051,0.09091187,1.00000000,0.22853105,504.23790663,65536.00000000,1.00000000,0.00000000,11.01334381,0.98593750,0.95654297,63742.00000000,0.97262573,0.97262573,143.00912476,1.00000000,1.00000000,5623.94482422
121,system_1_opencv_content_contour,0.92404327,clean_negative,clean_negative/clean_9_128.jpg,,9,9.jpg,96,851,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.39567826,0.00000000,0.00000000,0.00000000,0.00000000,0.12898254,0.74230051,0.02500916,0.99328613,0.08833313,1.00000000,0.15761994,444.91250192,65536.00000000,1.00000000,0.00103760,9.83825970,0.97758789,0.97210693,63897.00000000,0.97499084,0.97499084,168.60333252,1.00000000,1.00000000,4263.28125000
122,system_1_opencv_content_contour,0.92400629,clean_negative,clean_negative/clean_3_8.jpg,,3,3.jpg,662,48,sliding_window_clean,0.00000000,0.99184570,1.00000000,24.05842676,0.00000000,0.00000000,0.00000000,0.00000000,0.14956665,0.76727080,0.02445984,0.98867035,0.04779053,0.99856567,0.14444141,342.20792833,65442.00000000,0.99856567,0.00111389,10.47932053,0.96699219,0.96051025,63905.00000000,0.97511292,0.97554016,174.02778625,1.00000000,1.00000000,4365.13232422
123,system_1_opencv_content_contour,0.92388327,clean_negative,clean_negative/clean_8_29.jpg,,8,8.jpg,262,633,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.93316691,0.00000000,0.00000000,0.00000000,0.00000000,0.14111328,0.68358572,0.03343201,0.99637604,0.07836914,1.00000000,0.31597951,454.81922347,65536.00000000,1.00000000,0.00173950,11.17015648,0.94418945,0.98596191,63313.00000000,0.96607971,0.96656799,149.32731628,1.00000000,1.00000000,5622.89062500
124,system_1_opencv_content_contour,0.92383290,clean_negative,clean_negative/clean_3_35.jpg,,3,3.jpg,336,862,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.43375875,0.00000000,0.00000000,0.00000000,0.00000000,0.22622681,0.78089420,0.00228882,0.97489929,0.00526428,1.00000000,0.22556314,779.33430941,65536.00000000,1.00000000,0.00012207,13.56947899,0.99780273,0.99908447,65386.00000000,0.99771118,0.99771118,177.84992981,1.00000000,1.00000000,7579.09619141
125,system_1_opencv_content_contour,0.92336599,clean_negative,clean_negative/clean_6_221.jpg,,6,6.jpg,432,1213,sliding_window_clean,0.00000000,0.99653320,1.00000000,22.20994542,0.00000000,0.00000000,0.00000000,0.00000000,0.18315125,0.73201656,0.02342224,0.98710632,0.03102112,0.99545288,0.28239045,534.31391823,65238.00000000,0.99545288,0.01101685,12.87280464,0.92768555,0.99279785,64001.00000000,0.97657776,0.97657776,165.76995850,1.00000000,1.00000000,6763.51513672
126,system_1_opencv_content_contour,0.92313770,clean_negative,clean_negative/clean_3_10.jpg,,3,3.jpg,758,48,sliding_window_clean,0.00000000,0.99985352,1.00000000,24.18010432,0.00000000,0.00000000,0.00000000,0.00000000,0.13223267,0.76673635,0.02824402,0.99137878,0.05484009,0.99995422,0.12407042,292.60733829,65533.00000000,0.99995422,0.00563049,9.71876240,0.92885742,0.99523926,63654.00000000,0.97128296,0.97175598,170.51951599,1.00000000,1.00000000,3731.54907227
127,system_1_opencv_content_contour,0.92271425,clean_negative,clean_negative/clean_9_129.jpg,,9,9.jpg,140,883,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.30961796,0.00000000,0.00000000,0.00000000,0.00000000,0.14115906,0.73560842,0.01985168,0.98920441,0.07861328,1.00000000,0.20194659,580.14564553,65536.00000000,1.00000000,0.00106812,11.05603981,0.98090820,0.97381592,64235.00000000,0.98014832,0.98014832,163.41882324,1.00000000,1.00000000,5711.66894531
128,system_1_opencv_content_contour,0.92258484,clean_negative,clean_negative/clean_9_135.jpg,,9,9.jpg,144,899,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.75169611,0.00000000,0.00000000,0.00000000,0.00000000,0.14755249,0.73849583,0.01980591,0.98786926,0.07348633,1.00000000,0.20004101,596.96321379,65536.00000000,1.00000000,0.00103760,11.26866531,0.97856445,0.98406982,64238.00000000,0.98019409,0.98019409,163.06260681,1.00000000,1.00000000,5869.26074219
129,system_1_opencv_content_contour,0.92252220,clean_negative,clean_negative/clean_11_26.jpg,,11,11.jpg,604,586,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.97721036,0.00000000,0.00000000,0.00000000,0.00000000,0.13813782,0.72919965,0.03465271,0.99515533,0.07127380,1.00000000,0.19596885,320.90075681,65536.00000000,1.00000000,0.00001526,10.69450474,0.96015625,0.97369385,63255.00000000,0.96519470,0.96534729,149.13285828,1.00000000,1.00000000,4478.30517578
130,system_1_opencv_content_contour,0.92199562,clean_negative,clean_negative/clean_9_127.jpg,,9,9.jpg,48,851,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.18370805,0.00000000,0.00000000,0.00000000,0.00000000,0.16409302,0.75945838,0.02011108,0.98550415,0.06182861,1.00000000,0.17162038,509.70943476,65536.00000000,1.00000000,0.00103760,10.92578411,0.97885742,0.99969482,64218.00000000,0.97988892,0.97988892,178.46907043,1.00000000,1.00000000,4966.82226562
131,system_1_opencv_content_contour,0.91959560,clean_negative,clean_negative/clean_6_174.jpg,,6,6.jpg,409,1028,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.85939577,0.00000000,0.00000000,0.00000000,0.00000000,0.17919922,0.74912461,0.01095581,0.98027802,0.03923035,1.00000000,0.23058937,577.43794321,65536.00000000,1.00000000,0.00093079,13.04426193,0.98588867,0.98144531,64818.00000000,0.98904419,0.98904419,164.16546631,1.00000000,1.00000000,7304.33935547
132,system_1_opencv_content_contour,0.91898213,clean_negative,clean_negative/clean_10_25.jpg,,10,10.jpg,55,366,sliding_window_clean,0.00000000,0.99970703,0.99981689,18.88540826,0.00000000,0.00000000,0.00000000,0.00000000,0.18782043,0.70462418,0.02877808,0.98889923,0.04296875,0.99911499,0.30276370,529.32743890,65478.00000000,0.99911499,0.02397156,11.62119102,0.98530273,0.98779297,63645.00000000,0.97114563,0.97122192,183.50395203,1.00000000,1.00000000,5404.94970703
133,system_1_opencv_content_contour,0.91862122,clean_negative,clean_negative/clean_8_15.jpg,,8,8.jpg,438,516,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.06829775,0.00000000,0.00000000,0.00000000,0.00000000,0.15835571,0.74543524,0.03242493,0.99393463,0.05458069,1.00000000,0.21250461,317.74741813,65536.00000000,1.00000000,0.01501465,11.94210434,0.91342773,0.99792480,62948.00000000,0.96051025,0.96757507,160.24510193,1.00000000,1.00000000,5241.04638672
134,system_1_opencv_content_contour,0.91769475,clean_negative,clean_negative/clean_8_22.jpg,,8,8.jpg,214,612,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.13639999,0.00000000,0.00000000,0.00000000,0.00000000,0.13285828,0.67616343,0.03596497,0.99649048,0.09381104,1.00000000,0.31446505,449.21296703,65536.00000000,1.00000000,0.00480652,10.47219372,0.95820313,1.00000000,63174.00000000,0.96395874,0.96403503,151.35307312,1.00000000,1.00000000,5184.14550781
135,system_1_opencv_content_contour,0.91660419,clean_negative,clean_negative/clean_10_31.jpg,,10,10.jpg,48,400,sliding_window_clean,0.00000000,0.99731445,0.99981689,18.58656224,0.00000000,0.00000000,0.00000000,0.00000000,0.19465637,0.70247579,0.03067017,0.98950958,0.03681946,0.99826050,0.31488916,538.76067301,65422.00000000,0.99826050,0.02394104,11.77212715,0.94394531,1.00000000,63254.00000000,0.96517944,0.96932983,184.18916321,1.00000000,1.00000000,5468.05810547
136,system_1_opencv_content_contour,0.91637058,clean_negative,clean_negative/clean_8_82.jpg,,8,8.jpg,0,920,sliding_window_clean,0.00000000,1.00000000,1.00000000,20.04933998,0.00000000,0.00000000,0.00000000,0.00000000,0.10614014,0.71278183,0.02694702,0.99404907,0.08947754,1.00000000,0.21033178,214.57946506,65536.00000000,1.00000000,0.00456238,9.61372757,0.99511719,0.93634033,63770.00000000,0.97305298,0.97305298,168.45709229,1.00000000,1.00000000,3708.67553711
137,system_1_opencv_content_contour,0.91426579,clean_negative,clean_negative/clean_6_70.jpg,,6,6.jpg,768,288,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.91665821,0.00000000,0.00000000,0.00000000,0.00000000,0.14421082,0.73097324,0.03970337,0.99652863,0.08811951,1.00000000,0.20487039,494.92817934,65536.00000000,1.00000000,0.00000000,11.09055424,0.94804687,0.98846436,62916.00000000,0.96002197,0.96029663,146.89651489,1.00000000,1.00000000,5136.89355469
138,system_1_opencv_content_contour,0.91398574,clean_negative,clean_negative/clean_5_1.jpg,,5,5.jpg,367,0,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.04248375,0.00000000,0.00000000,0.00000000,0.00000000,0.18724060,0.72881452,0.01260376,0.97734070,0.02815247,1.00000000,0.27317116,642.08529533,65536.00000000,1.00000000,0.00740051,12.42967606,0.97622070,0.99572754,64710.00000000,0.98739624,0.98739624,181.81509399,1.00000000,1.00000000,6197.69726562
139,system_1_opencv_content_contour,0.91392122,clean_negative,clean_negative/clean_2_22.jpg,,2,2.jpg,664,1131,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.49760253,0.00000000,0.00000000,0.00000000,0.00000000,0.12130737,0.72444352,0.03514099,0.99816895,0.09928894,1.00000000,0.20794775,201.23828970,65536.00000000,1.00000000,0.00000000,10.26512146,0.97485352,0.92565918,63233.00000000,0.96485901,0.96485901,142.30610657,1.00000000,1.00000000,4074.14599609
140,system_1_opencv_content_contour,0.91335668,clean_negative,clean_negative/clean_8_28.jpg,,8,8.jpg,214,633,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.76380562,0.00000000,0.00000000,0.00000000,0.00000000,0.13191223,0.68208345,0.03739929,0.99618530,0.09249878,1.00000000,0.29894355,438.79923976,65536.00000000,1.00000000,0.00482178,10.59961128,0.94306641,0.99707031,63058.00000000,0.96218872,0.96260071,151.59574890,1.00000000,1.00000000,5221.75781250
141,system_1_opencv_content_contour,0.91217943,clean_negative,clean_negative/clean_8_36.jpg,,8,8.jpg,0,728,sliding_window_clean,0.00000000,0.99736328,0.99993896,22.80859884,0.00000000,0.00000000,0.00000000,0.00000000,0.19876099,0.74995184,0.01976013,0.98081207,0.03259277,0.99847412,0.23217516,393.60937414,65436.00000000,0.99847412,0.00656128,12.29834080,0.93398437,0.99969482,64241.00000000,0.98023987,0.98023987,184.29937744,1.00000000,1.00000000,5711.68066406
142,system_1_opencv_content_contour,0.91211850,clean_negative,clean_negative/clean_6_222.jpg,,6,6.jpg,480,1213,sliding_window_clean,0.00000000,0.96948242,1.00000000,21.34297582,0.00000000,0.00000000,0.00000000,0.00000000,0.15524292,0.72488491,0.03427124,0.99225616,0.05552673,0.99246216,0.26334238,438.19716002,65042.00000000,0.99246216,0.00877380,11.59878540,0.89350586,0.99951172,63244.00000000,0.96502686,0.96572876,159.07295227,1.00000000,1.00000000,5701.79443359
143,system_1_opencv_content_contour,0.91196527,clean_negative,clean_negative/clean_10_47.jpg,,10,10.jpg,120,796,sliding_window_clean,0.00000000,0.99916992,0.99969482,20.45399561,0.00000000,0.00000000,0.00000000,0.00000000,0.22097778,0.72297549,0.02169800,0.98184204,0.02603149,0.99917603,0.30053464,618.06747765,65482.00000000,0.99917603,0.01211548,12.65379524,0.95410156,0.97259521,64114.00000000,0.97830200,0.97830200,185.74218750,1.00000000,1.00000000,6226.01855469
144,system_1_opencv_content_contour,0.90913060,clean_negative,clean_negative/clean_9_134.jpg,,9,9.jpg,96,899,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.41344895,0.00000000,0.00000000,0.00000000,0.00000000,0.15339661,0.76563327,0.01760864,0.98149872,0.06806946,1.00000000,0.14464901,524.18967279,65536.00000000,1.00000000,0.00103760,10.78266716,0.97465820,0.99096680,64382.00000000,0.98239136,0.98239136,171.04866028,1.00000000,1.00000000,5070.71289062
145,system_1_opencv_content_contour,0.90817672,clean_negative,clean_negative/clean_9_142.jpg,,9,9.jpg,96,947,sliding_window_clean,0.00000000,1.00000000,1.00000000,27.00126579,0.00000000,0.00000000,0.00000000,0.00000000,0.18507385,0.77540525,0.01206970,0.97608185,0.04174805,1.00000000,0.17969787,675.61303075,65536.00000000,1.00000000,0.00112915,12.49270439,0.97597656,0.99670410,64745.00000000,0.98793030,0.98793030,172.88784790,1.00000000,1.00000000,6599.64453125
146,system_1_opencv_content_contour,0.90764521,clean_negative,clean_negative/clean_6_203.jpg,,6,6.jpg,384,1165,sliding_window_clean,0.00000000,0.99614258,1.00000000,22.35553392,0.00000000,0.00000000,0.00000000,0.00000000,0.18717957,0.72671668,0.02056885,0.97940063,0.03071594,0.99867249,0.29774204,579.29828164,65449.00000000,0.99867249,0.01152039,13.47345638,0.94594727,0.99719238,64188.00000000,0.97943115,0.97943115,168.91984558,1.00000000,1.00000000,7388.28125000
147,system_1_opencv_content_contour,0.90691108,clean_negative,clean_negative/clean_6_156.jpg,,6,6.jpg,148,925,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.50899034,0.00000000,0.00000000,0.00000000,0.00000000,0.19277954,0.73402945,0.01739502,0.97833252,0.02723694,1.00000000,0.24234746,534.31690903,65536.00000000,1.00000000,0.01188660,12.00014210,0.93378906,0.99591064,64396.00000000,0.98260498,0.98260498,182.04106140,1.00000000,1.00000000,5674.55322266
148,system_1_opencv_content_contour,0.90608819,clean_negative,clean_negative/clean_15_71.jpg,,15,15.jpg,288,1184,sliding_window_clean,0.00000000,0.99707031,0.99798584,23.80361497,0.00000000,0.00000000,0.00000000,0.00000000,0.18905640,0.75045141,0.01341248,0.97379303,0.02322388,0.99794006,0.24600767,487.49690028,65401.00000000,0.99794006,0.00334167,13.22267914,0.97753906,0.99407959,64652.00000000,0.98651123,0.98658752,174.36534119,1.00000000,1.00000000,6833.03027344
149,system_1_opencv_content_contour,0.90262594,clean_negative,clean_negative/clean_11_27.jpg,,11,11.jpg,647,586,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.11350744,0.00000000,0.00000000,0.00000000,0.00000000,0.12809753,0.75004148,0.04548645,0.99549866,0.09136963,1.00000000,0.16998433,261.45079967,65536.00000000,1.00000000,0.00003052,10.35983849,0.93681641,0.99938965,62550.00000000,0.95443726,0.95451355,148.71330261,1.00000000,1.00000000,4101.29980469
150,system_1_opencv_content_contour,0.90241865,clean_negative,clean_negative/clean_11_29.jpg,,11,11.jpg,663,623,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.38601398,0.00000000,0.00000000,0.00000000,0.00000000,0.12698364,0.76335986,0.04353333,0.99584198,0.09320068,1.00000000,0.15519169,246.60156205,65536.00000000,1.00000000,0.00001526,10.41539192,0.93725586,0.97839355,62678.00000000,0.95639038,0.95646667,146.77476501,1.00000000,1.00000000,4055.21289062
151,system_1_opencv_content_contour,0.89984221,clean_negative,clean_negative/clean_6_155.jpg,,6,6.jpg,144,925,sliding_window_clean,0.00000000,0.99980469,1.00000000,21.52583105,0.00000000,0.00000000,0.00000000,0.00000000,0.19438171,0.73440870,0.01997375,0.97768402,0.02952576,0.99993896,0.24596499,534.73313904,65532.00000000,0.99993896,0.01486206,12.00721931,0.92563477,0.99822998,64227.00000000,0.98002625,0.98002625,182.43334961,1.00000000,1.00000000,5698.15478516
152,system_1_opencv_content_contour,0.89964817,clean_negative,clean_negative/clean_6_170.jpg,,6,6.jpg,240,1028,sliding_window_clean,0.00000000,0.99995117,1.00000000,22.56796700,0.00000000,0.00000000,0.00000000,0.00000000,0.19647217,0.74247328,0.01718140,0.97581482,0.02845764,0.99998474,0.25389621,606.45002489,65535.00000000,0.99998474,0.01077271,12.74047375,0.93242187,0.99908447,64399.00000000,0.98265076,0.98281860,178.40492249,1.00000000,1.00000000,6647.96142578
153,system_1_opencv_content_contour,0.89758527,clean_negative,clean_negative/clean_9_133.jpg,,9,9.jpg,48,899,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.45436207,0.00000000,0.00000000,0.00000000,0.00000000,0.18260193,0.77701553,0.01455688,0.97371674,0.04765320,1.00000000,0.15467353,552.21102232,65536.00000000,1.00000000,0.00103760,11.57963371,0.97631836,1.00000000,64582.00000000,0.98544312,0.98544312,180.25968933,1.00000000,1.00000000,5475.09619141
154,system_1_opencv_content_contour,0.89720782,clean_negative,clean_negative/clean_4_150.jpg,,4,4.jpg,576,528,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.25906057,0.00000000,0.00000000,0.00000000,0.00000000,0.05528259,0.69920365,0.04307556,0.99870300,0.12644958,1.00000000,0.13376874,114.80981738,65536.00000000,1.00000000,0.00035095,7.84646368,0.95268555,0.96026611,62692.00000000,0.95660400,0.95692444,165.06901550,1.00000000,1.00000000,1892.57202148
155,system_1_opencv_content_contour,0.89658775,clean_negative,clean_negative/clean_11_31.jpg,,11,11.jpg,652,634,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.55444371,0.00000000,0.00000000,0.00000000,0.00000000,0.12982178,0.76220687,0.04629517,0.99584198,0.09841919,1.00000000,0.15830605,255.39125898,65536.00000000,1.00000000,0.00001526,10.46057987,0.92163086,0.98968506,62497.00000000,0.95362854,0.95370483,145.75135803,1.00000000,1.00000000,4146.08984375
156,system_1_opencv_content_contour,0.89654335,clean_negative,clean_negative/clean_2_26.jpg,,2,2.jpg,664,1161,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.22670741,0.00000000,0.00000000,0.00000000,0.00000000,0.10424805,0.71852088,0.04425049,0.99870300,0.12734985,1.00000000,0.18473333,169.88823036,65536.00000000,1.00000000,0.00000000,9.49841785,0.96157227,0.95855713,62636.00000000,0.95574951,0.95574951,140.40003967,1.00000000,1.00000000,3516.16845703
157,system_1_opencv_content_contour,0.89586203,clean_negative,clean_negative/clean_15_80.jpg,,15,15.jpg,384,1189,sliding_window_clean,0.00000000,0.96533203,1.00000000,21.41014676,0.00000000,0.00000000,0.00000000,0.00000000,0.13963318,0.72210129,0.03889465,0.99076843,0.05789185,0.99050903,0.24787544,336.82341566,64914.00000000,0.99050903,0.02101135,11.27943420,0.89155273,0.99279785,62932.00000000,0.96026611,0.96110535,158.43148804,1.00000000,1.00000000,5337.06347656
158,system_1_opencv_content_contour,0.89450074,clean_negative,clean_negative/clean_15_90.jpg,,15,15.jpg,288,1220,sliding_window_clean,0.00000000,0.99829102,0.99768066,22.84158537,0.00000000,0.00000000,0.00000000,0.00000000,0.18353271,0.74008361,0.02777100,0.98107910,0.03782654,0.99807739,0.25649709,491.16661984,65410.00000000,0.99807739,0.00994873,12.87676811,0.90380859,0.98901367,63711.00000000,0.97215271,0.97222900,171.27226257,1.00000000,1.00000000,6621.38769531
159,system_1_opencv_content_contour,0.89229880,clean_negative,clean_negative/clean_11_4.jpg,,11,11.jpg,448,0,sliding_window_clean,0.00000000,0.98925781,1.00000000,19.25815704,0.00000000,0.00000000,0.00000000,0.00000000,0.14382935,0.70882003,0.03253174,0.98466492,0.06683350,0.99725342,0.26392138,363.93459749,65356.00000000,0.99725342,0.00463867,10.84483528,0.97089844,0.94885254,63396.00000000,0.96734619,0.96746826,179.92253113,1.00000000,1.00000000,4653.20751953
160,system_1_opencv_content_contour,0.89178216,clean_negative,clean_negative/clean_11_35.jpg,,11,11.jpg,628,682,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.17452303,0.00000000,0.00000000,0.00000000,0.00000000,0.13319397,0.75352971,0.04792786,0.99622345,0.10794067,1.00000000,0.16490877,270.59446063,65536.00000000,1.00000000,0.00003052,10.52287865,0.91240234,0.99713135,62390.00000000,0.95199585,0.95207214,143.60095215,1.00000000,1.00000000,4316.72070312
161,system_1_opencv_content_contour,0.88987313,clean_negative,clean_negative/clean_2_23.jpg,,2,2.jpg,712,1131,sliding_window_clean,0.00000000,1.00000000,1.00000000,20.54287282,0.00000000,0.00000000,0.00000000,0.00000000,0.09396362,0.70309695,0.04370117,0.99847412,0.12696838,1.00000000,0.18749149,166.20203243,65536.00000000,1.00000000,0.00019836,9.29593658,0.97412109,0.90612793,62667.00000000,0.95622253,0.95629883,136.65385437,1.00000000,1.00000000,3427.56982422
162,system_1_opencv_content_contour,0.88695275,clean_negative,clean_negative/clean_4_149.jpg,,4,4.jpg,528,528,sliding_window_clean,0.00000000,0.99814453,1.00000000,18.07771399,0.00000000,0.00000000,0.00000000,0.00000000,0.06214905,0.69728843,0.04753113,0.99851227,0.12071228,0.99971008,0.14437030,115.96723506,65517.00000000,0.99971008,0.00318909,7.98876953,0.91318359,0.96063232,62395.00000000,0.95207214,0.95246887,165.75602722,1.00000000,1.00000000,1977.90771484
163,system_1_opencv_content_contour,0.88355035,clean_negative,clean_negative/clean_15_57.jpg,,15,15.jpg,267,1136,sliding_window_clean,0.00000000,0.99990234,0.99792480,23.77391461,0.00000000,0.00000000,0.00000000,0.00000000,0.20278931,0.75116936,0.02333069,0.96685028,0.02973938,0.99821472,0.25257164,513.34986874,65419.00000000,0.99821472,0.01211548,13.67289925,0.94575195,0.99316406,64007.00000000,0.97666931,0.97666931,178.93661499,1.00000000,1.00000000,7208.08496094
164,system_1_opencv_content_contour,0.88345674,clean_negative,clean_negative/clean_15_43.jpg,,15,15.jpg,267,1088,sliding_window_clean,0.00000000,0.99975586,0.99963379,22.97999593,0.00000000,0.00000000,0.00000000,0.00000000,0.19551086,0.74384014,0.02401733,0.96826172,0.02874756,0.99868774,0.25916651,490.42439614,65450.00000000,0.99868774,0.01211548,13.25220299,0.94482422,0.99652100,63962.00000000,0.97598267,0.97598267,179.88319397,1.00000000,1.00000000,6864.78417969
165,system_1_opencv_content_contour,0.88246106,clean_negative,clean_negative/clean_15_36.jpg,,15,15.jpg,267,1051,sliding_window_clean,0.00000000,0.99990234,1.00000000,22.26842445,0.00000000,0.00000000,0.00000000,0.00000000,0.18663025,0.73449175,0.02374268,0.97039795,0.03268433,0.99952698,0.25570169,463.35845312,65505.00000000,0.99952698,0.01208496,12.72400284,0.94467773,0.99792480,63980.00000000,0.97625732,0.97625732,179.59863281,1.00000000,1.00000000,6362.25048828
166,system_1_opencv_content_contour,0.88010082,clean_negative,clean_negative/clean_7_25.jpg,,7,7.jpg,288,1079,sliding_window_clean,0.00000000,0.99926758,1.00000000,19.80296642,0.00000000,0.00000000,0.00000000,0.00000000,0.07717896,0.69905941,0.04234314,0.99023438,0.10945129,0.99954224,0.19782545,114.89747609,65506.00000000,0.99954224,0.00730896,9.31705475,0.96210938,0.96600342,62761.00000000,0.95765686,0.95765686,169.65524292,1.00000000,1.00000000,2907.70141602
167,system_1_opencv_content_contour,0.87768324,clean_negative,clean_negative/clean_15_91.jpg,,15,15.jpg,336,1220,sliding_window_clean,0.00000000,0.99970703,0.99975586,22.69231447,0.00000000,0.00000000,0.00000000,0.00000000,0.15489197,0.73868759,0.04235840,0.98710632,0.05732727,0.99963379,0.22733842,394.20409520,65512.00000000,0.99963379,0.03137207,11.62512016,0.89731445,0.98779297,62755.00000000,0.95756531,0.95764160,164.39593506,1.00000000,1.00000000,5633.06640625
168,system_1_opencv_content_contour,0.87736229,clean_negative,clean_negative/clean_11_21.jpg,,11,11.jpg,404,43,sliding_window_clean,0.00000000,0.99995117,1.00000000,21.02850043,0.00000000,0.00000000,0.00000000,0.00000000,0.13613892,0.73154704,0.04229736,0.98638153,0.08976746,0.99998474,0.19227274,350.72837827,65535.00000000,0.99998474,0.00247192,10.40968609,0.93417969,0.98382568,62742.00000000,0.95736694,0.95770264,175.86695862,1.00000000,1.00000000,4427.16601562
169,system_1_opencv_content_contour,0.87729868,clean_negative,clean_negative/clean_11_32.jpg,,11,11.jpg,700,640,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.46150362,0.00000000,0.00000000,0.00000000,0.00000000,0.11502075,0.76265272,0.05108643,0.99629974,0.11473083,1.00000000,0.15558878,221.52633214,65536.00000000,1.00000000,0.00007629,10.18614578,0.92817383,0.93347168,62183.00000000,0.94883728,0.94891357,146.14833069,1.00000000,1.00000000,3887.27954102
170,system_1_opencv_content_contour,0.87631303,clean_negative,clean_negative/clean_15_5.jpg,,15,15.jpg,483,120,sliding_window_clean,0.00000000,1.00000000,1.00000000,20.39622054,0.00000000,0.00000000,0.00000000,0.00000000,0.11979675,0.71584916,0.04806519,0.99282837,0.09254456,1.00000000,0.20418525,225.95546351,65536.00000000,1.00000000,0.01962280,9.93893051,0.88481445,0.99176025,62376.00000000,0.95178223,0.95193481,169.00114441,1.00000000,1.00000000,3927.40380859
171,system_1_opencv_content_contour,0.87629245,clean_negative,clean_negative/clean_11_22.jpg,,11,11.jpg,448,48,sliding_window_clean,0.00000000,1.00000000,1.00000000,20.85397540,0.00000000,0.00000000,0.00000000,0.00000000,0.13967896,0.72877256,0.04373169,0.98615265,0.09161377,1.00000000,0.21626818,336.57825870,65536.00000000,1.00000000,0.00108337,10.64647961,0.95776367,0.97467041,62609.00000000,0.95533752,0.95626831,175.52949524,1.00000000,1.00000000,4586.80517578
172,system_1_opencv_content_contour,0.87240408,clean_negative,clean_negative/clean_11_3.jpg,,11,11.jpg,400,0,sliding_window_clean,0.00000000,0.99809570,1.00000000,19.48729403,0.00000000,0.00000000,0.00000000,0.00000000,0.13946533,0.71279947,0.04226685,0.98466492,0.07792664,0.99768066,0.24198921,377.04937644,65384.00000000,0.99768066,0.00775146,10.56993866,0.90864258,0.98779297,62758.00000000,0.95761108,0.95773315,180.57992554,1.00000000,1.00000000,4525.80224609
173,system_1_opencv_content_contour,0.86694242,clean_negative,clean_negative/clean_7_33.jpg,,7,7.jpg,240,1127,sliding_window_clean,0.00000000,0.99003906,0.99969482,18.57485819,0.00000000,0.00000000,0.00000000,0.00000000,0.08311462,0.68674509,0.04928589,0.99156952,0.10990906,0.99641418,0.23355803,130.60570350,65301.00000000,0.99641418,0.01130676,9.51490784,0.93540039,0.95080566,62137.00000000,0.94813538,0.95071411,171.10424805,1.00000000,1.00000000,3110.10498047
