label,output_file,source_id,system_1_score,system_2_score,system_3_score,foreground_ratio,largest_component_ratio,border_foreground_ratio,center_foreground_ratio,edge_density,laplacian_variance,tenengrad,entropy,local_std_mean,flat_ratio,contrast,exposure_score,high_frequency_energy,quality_gate_pass,dirty_mark_found,dirty_mark_ratio,dirty_mark_center_score,dirty_mark_margin_score
clean_negative,clean_negative/clean_4_132.jpg,4,-0.17151495,-0.71104352,-0.49045284,1.00000000,1.00000000,1.00000000,1.00000000,0.04672241,96.85491836,1718.68872070,0.67193357,7.38383818,0.16676331,16.12170762,0.99855042,0.15614755,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_133.jpg,4,-0.24128383,-0.78080057,-0.55596939,1.00000000,1.00000000,1.00000000,1.00000000,0.04048157,86.35763454,1487.66479492,0.64887305,6.87663937,0.22079468,14.84887629,0.99946594,0.15797234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_134.jpg,4,-0.25306965,-0.77887982,-0.54921003,1.00000000,1.00000000,1.00000000,1.00000000,0.04290771,88.73959350,1533.22338867,0.64318832,6.97368240,0.22047424,14.69434865,0.99946594,0.16417259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_135.jpg,4,-0.24194622,-0.75685368,-0.53182180,1.00000000,1.00000000,1.00000000,1.00000000,0.04270935,91.39550506,1594.19543457,0.65438116,7.05433273,0.20748901,15.37970034,0.99946594,0.15901059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_136.jpg,4,-0.25458989,-0.78853861,-0.56956865,1.00000000,1.00000000,1.00000000,1.00000000,0.03813171,78.76802056,1430.04089355,0.65062865,6.65911007,0.22906494,15.10326780,0.99996185,0.14925472,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_137.jpg,4,-0.24794855,-0.76598626,-0.55364305,1.00000000,1.00000000,1.00000000,1.00000000,0.04452515,84.24989526,1653.16748047,0.66510534,6.99994183,0.21209717,16.17842179,0.99935150,0.14877319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_138.jpg,4,-0.27034983,-0.75926888,-0.56106724,1.00000000,1.00000000,1.00000000,1.00000000,0.05148315,94.30930079,1851.35839844,0.67050878,7.26225901,0.20826721,17.02417103,0.99881744,0.14552367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_139.jpg,4,-0.28141725,-0.79697621,-0.59676524,1.00000000,1.00000000,1.00000000,1.00000000,0.03697205,82.85177523,1467.59716797,0.65766549,6.76463127,0.23408508,15.89096494,0.99980927,0.13316378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_140.jpg,4,-0.31759546,-0.82297028,-0.61407115,1.00000000,1.00000000,1.00000000,1.00000000,0.03932190,84.71409606,1572.86120605,0.65617049,6.80780411,0.24073792,15.80724058,0.99931335,0.14711244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_141.jpg,4,-0.38217492,-0.85306107,-0.65009771,1.00000000,1.00000000,1.00000000,1.00000000,0.04394531,91.17659591,1713.35424805,0.65229185,6.89217758,0.25782776,15.95490550,0.99904633,0.15230840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_142.jpg,4,-0.28201010,-0.76575098,-0.55591569,0.97427368,0.97377014,0.94985352,1.00000000,0.05389404,104.01965572,1749.43945312,0.67350976,7.24219322,0.20321655,16.22166352,0.99855042,0.16416243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_143.jpg,4,0.85925422,0.34095379,0.55064582,0.99496460,0.99496460,0.97709961,1.00000000,0.05920410,109.32562226,1884.61743164,0.68772157,7.76085854,0.14074707,17.20408847,0.99851227,0.15612845,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_144.jpg,4,-0.14417220,-0.68799052,-0.47628204,1.00000000,1.00000000,1.00000000,1.00000000,0.04783630,101.50387227,1708.66210938,0.68525815,7.43176460,0.15979004,17.06840675,0.99877930,0.14657211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_145.jpg,4,-0.19857872,-0.74943590,-0.53646787,1.00000000,1.00000000,1.00000000,1.00000000,0.04243469,94.22462155,1513.29272461,0.65886116,7.00865269,0.20558167,15.39849338,0.99958038,0.14914541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_146.jpg,4,-0.21374965,-0.74298704,-0.52799921,1.00000000,1.00000000,1.00000000,1.00000000,0.04559326,96.91326081,1621.19189453,0.66065220,7.24455833,0.20480347,15.87814369,0.99942780,0.15146644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_147.jpg,4,-0.21878927,-0.73632136,-0.53166568,1.00000000,1.00000000,1.00000000,1.00000000,0.04345703,96.88245927,1652.94116211,0.66937288,7.27395296,0.19728088,16.56388095,0.99942780,0.13997231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_148.jpg,4,0.80673185,0.30801396,0.51550753,0.98713684,0.98663330,0.94565430,1.00000000,0.05712891,112.64935376,1892.93041992,0.67900411,7.62925148,0.15748596,16.72090353,0.99855042,0.15994567,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_149.jpg,4,0.88703944,0.37122796,0.56618704,0.99971008,0.99971008,0.99814453,1.00000000,0.06214905,115.96723506,1977.90771484,0.69728843,7.98876953,0.12071228,18.07771399,0.99851227,0.14437030,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_150.jpg,4,0.89729451,0.36317083,0.55342691,1.00000000,1.00000000,1.00000000,1.00000000,0.05528259,114.80981738,1892.57202148,0.69920365,7.84646368,0.12644958,18.25906057,0.99870300,0.13376874,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_151.jpg,4,-0.15901633,-0.69700485,-0.50627009,1.00000000,1.00000000,1.00000000,1.00000000,0.04772949,105.92218162,1688.12109375,0.68111261,7.46481323,0.17016602,16.87850831,0.99935150,0.13257013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_152.jpg,4,-0.17030786,-0.69436818,-0.50433385,1.00000000,1.00000000,1.00000000,1.00000000,0.05084229,109.19737436,1794.69604492,0.68493287,7.65137243,0.17802429,17.42936379,0.99912262,0.13385865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_153.jpg,4,-0.16165052,-0.68250448,-0.49995683,1.00000000,1.00000000,1.00000000,1.00000000,0.05212402,110.22911239,1841.21777344,0.68969202,7.80262661,0.16735840,17.78731826,0.99919891,0.12700865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_154.jpg,4,0.86149078,0.34503104,0.54909388,1.00000000,1.00000000,1.00000000,1.00000000,0.05561829,114.74311829,1914.40576172,0.69240705,7.71279716,0.14002991,17.72820707,0.99862671,0.15051095,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_155.jpg,4,0.85569563,0.35158386,0.53289513,1.00000000,1.00000000,1.00000000,1.00000000,0.05793762,113.38160117,1907.15368652,0.71394285,7.77865934,0.13885498,19.47865052,0.99862671,0.12781312,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_156.jpg,4,-0.16171720,-0.66842889,-0.49356626,1.00000000,1.00000000,1.00000000,1.00000000,0.05174255,110.98843212,1794.95166016,0.71864390,7.55986261,0.15219116,20.00641748,0.99881744,0.11617937,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_157.jpg,4,-0.18670721,-0.70347001,-0.53207608,1.00000000,1.00000000,1.00000000,1.00000000,0.04501343,102.54027389,1627.02709961,0.71275012,7.30112743,0.17523193,19.47822311,0.99946594,0.10760865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_158.jpg,4,-0.20016699,-0.69577302,-0.53286380,1.00000000,1.00000000,1.00000000,1.00000000,0.05029297,107.44137073,1761.68457031,0.72353498,7.55328178,0.18377686,20.50285327,0.99923706,0.10379180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_159.jpg,4,-0.19647203,-0.68622763,-0.52863384,1.00000000,1.00000000,1.00000000,1.00000000,0.05229187,109.91884867,1822.42468262,0.72860050,7.70141697,0.17932129,20.97060159,0.99931335,0.09981715,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_160.jpg,4,-0.22428356,-0.74418498,-0.53809400,1.00000000,1.00000000,1.00000000,1.00000000,0.04278564,95.65292813,1611.27709961,0.67425553,7.09048939,0.18138123,16.36973204,0.99969482,0.14404732,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_161.jpg,4,-0.27974235,-0.78165121,-0.60345295,1.00000000,1.00000000,1.00000000,1.00000000,0.04257202,92.08661647,1536.37426758,0.68660529,6.93011856,0.20747375,17.38397345,0.99973297,0.12166552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_162.jpg,4,-0.36369590,-0.84386659,-0.68565524,1.00000000,1.00000000,1.00000000,1.00000000,0.03794861,89.30369553,1420.08984375,0.68839645,6.60489607,0.25090027,17.61307354,0.99973297,0.10713429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_163.jpg,4,-0.42567198,-0.88292610,-0.74680612,1.00000000,1.00000000,1.00000000,1.00000000,0.03619385,87.43537900,1393.06323242,0.69709444,6.52022839,0.28082275,18.43289895,0.99958038,0.08917840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_164.jpg,4,-0.39225632,-0.83028592,-0.69970874,1.00000000,1.00000000,1.00000000,1.00000000,0.04637146,97.37695277,1610.56799316,0.72360818,7.01834726,0.26025391,20.77066442,0.99935150,0.08495546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_165.jpg,4,-0.36974203,-0.80903934,-0.68444160,1.00000000,1.00000000,1.00000000,1.00000000,0.04907227,99.92950748,1651.29992676,0.73073546,7.17497778,0.24885559,21.43241101,0.99942780,0.07870731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_166.jpg,4,-0.36994400,-0.84614729,-0.64256753,1.00000000,1.00000000,1.00000000,1.00000000,0.04238892,95.62198747,1615.91845703,0.66156753,6.81809330,0.23913574,15.73195686,0.99969482,0.15477249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_167.jpg,4,-0.50848003,-0.95886077,-0.79218152,1.00000000,1.00000000,1.00000000,1.00000000,0.03388977,79.48809812,1331.19799805,0.66723919,6.19537449,0.30609131,16.28826432,0.99977112,0.12103408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_168.jpg,4,-0.67204171,-1.06872905,-0.92979950,1.00000000,1.00000000,1.00000000,1.00000000,0.03041077,75.01906593,1189.88281250,0.66713858,5.73526764,0.38035583,16.29205870,0.99977112,0.10688698,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_169.jpg,4,-0.77052217,-1.11535594,-1.01125858,1.00000000,1.00000000,1.00000000,1.00000000,0.03091431,76.90488532,1201.27661133,0.68531982,5.71929550,0.41435242,17.84178770,0.99961853,0.08167203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_170.jpg,4,-0.67831554,-1.01202023,-0.90530634,1.00000000,1.00000000,1.00000000,1.00000000,0.04261780,90.57574475,1502.49792480,0.71536581,6.41296005,0.36541748,20.40815404,0.99919891,0.08153080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_171.jpg,4,-0.62746197,-0.97457140,-0.87022328,1.00000000,1.00000000,1.00000000,1.00000000,0.04475403,92.95621573,1533.45556641,0.72454913,6.57164240,0.34477234,21.14948001,0.99927521,0.07590219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_172.jpg,4,-0.84692264,-1.12274570,-1.02342805,1.00000000,1.00000000,1.00000000,1.00000000,0.03842163,85.72128218,1421.37988281,0.70010130,5.98993683,0.43182373,19.19619425,0.99931335,0.08676987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_173.jpg,4,-0.77210620,-1.07206628,-0.97051166,1.00000000,1.00000000,1.00000000,1.00000000,0.04000854,88.33725188,1472.42797852,0.70810684,6.20072317,0.40179443,19.75090019,0.99938965,0.08391234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_174.jpg,4,-1.07834763,-1.31636430,-1.24184424,1.00000000,1.00000000,1.00000000,1.00000000,0.02803040,69.24491690,1054.86828613,0.66774344,5.00962543,0.53459167,16.87139148,0.99973297,0.07764989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_175.jpg,4,-0.55601970,-0.97332509,-0.76873339,1.00000000,1.00000000,1.00000000,1.00000000,0.03999329,89.63294771,1518.56323242,0.64054283,6.38503265,0.30776978,14.71613543,0.99984741,0.16591343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_176.jpg,4,-0.78135768,-1.14111751,-0.99026762,1.00000000,1.00000000,1.00000000,1.00000000,0.02832031,69.16853025,1153.74792480,0.64278682,5.52129459,0.40933228,15.09596665,0.99992371,0.12067311,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_177.jpg,4,-1.01693996,-1.29228552,-1.18251311,1.00000000,1.00000000,1.00000000,1.00000000,0.02584839,61.93952250,971.07421875,0.64854085,4.91355896,0.50804138,15.35098012,0.99992371,0.10030468,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_178.jpg,4,-0.52289344,-0.94805877,-0.75041422,1.00000000,1.00000000,1.00000000,1.00000000,0.04978943,98.79179375,1623.32592773,0.64004246,6.40955973,0.31631470,14.40960100,0.99969482,0.17473976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_179.jpg,4,-1.25842445,-1.44838521,-1.36087300,1.00000000,1.00000000,1.00000000,1.00000000,0.02177429,50.81260751,812.77221680,0.63076830,4.37543344,0.59996033,14.85816443,1.00000000,0.08914932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_180.jpg,4,-1.33372322,-1.49464458,-1.43389976,1.00000000,1.00000000,1.00000000,1.00000000,0.02215576,49.02568042,805.90399170,0.63839078,4.24833536,0.63435364,15.56232470,0.99992371,0.07170910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_181.jpg,4,-0.45546024,-0.88957512,-0.68898010,1.00000000,1.00000000,1.00000000,1.00000000,0.05236816,110.69202872,1751.64685059,0.64666017,6.63908005,0.28565979,14.71542263,0.99969482,0.18018842,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_182.jpg,4,-0.45885819,-0.89116087,-0.69123541,1.00000000,1.00000000,1.00000000,1.00000000,0.05297852,110.34135405,1752.03955078,0.64674143,6.63130808,0.28712463,14.71007753,0.99969482,0.18032919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_183.jpg,4,-0.50171946,-0.93007983,-0.72920905,1.00000000,1.00000000,1.00000000,1.00000000,0.05067444,101.08535214,1671.15795898,0.64276445,6.48147011,0.30584717,14.52331018,0.99973297,0.17807369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_184.jpg,4,-0.73960783,-1.10553536,-0.90695753,1.00000000,1.00000000,1.00000000,1.00000000,0.03866577,80.14953704,1358.68750000,0.61967897,5.80420208,0.38957214,13.61933239,0.99992371,0.17142902,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_185.jpg,4,-1.00822575,-1.29346188,-1.15969214,1.00000000,1.00000000,1.00000000,1.00000000,0.02487183,60.39639522,1006.34521484,0.62402753,4.95577669,0.49943542,14.43377768,0.99996185,0.11587901,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_186.jpg,4,-0.91881940,-1.21396645,-1.05607444,1.00000000,1.00000000,1.00000000,1.00000000,0.03150940,78.10070680,1240.02307129,0.62378895,5.34055805,0.45867920,14.08673026,0.99984741,0.14402753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_187.jpg,4,-0.74152081,-1.09111205,-0.88701741,1.00000000,1.00000000,1.00000000,1.00000000,0.04075623,89.25012439,1453.05004883,0.62225342,5.87462234,0.38534546,13.61766232,0.99984741,0.18233731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_188.jpg,4,-0.47492116,-0.89462122,-0.68943594,1.00000000,1.00000000,1.00000000,1.00000000,0.05642700,116.55271625,1813.62353516,0.64405827,6.71678066,0.28746033,14.50795593,0.99969482,0.19088458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_189.jpg,4,0.59497226,0.16867196,0.38271084,1.00000000,1.00000000,1.00000000,1.00000000,0.06190491,129.82775855,1986.90124512,0.64856005,7.01956463,0.25549316,14.74916028,0.99961853,0.20318548,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_190.jpg,4,0.70736221,0.25870340,0.45869157,0.99815369,0.99815369,0.99409180,1.00000000,0.05569458,125.93477667,2159.34619141,0.67800919,7.31816483,0.21025085,17.08411901,0.99904633,0.17295694,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_191.jpg,4,-0.32323875,-0.77030569,-0.56081410,0.99008179,0.99008179,0.96752930,1.00000000,0.05383301,128.46342033,2120.75634766,0.65850246,7.12888336,0.22630310,15.88193488,0.99908447,0.18646885,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_192.jpg,4,-0.27540045,-0.74773356,-0.48381536,0.98614502,0.98614502,0.96689453,1.00000000,0.05021667,132.19895910,2160.90527344,0.63545211,7.10672569,0.22038269,14.78779661,0.99904633,0.22627513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_193.jpg,4,-0.31704700,-0.78022490,-0.48482115,0.98567200,0.98530579,0.97402344,0.99981689,0.04745483,128.23435876,2110.08618164,0.61588033,6.95532084,0.24026489,13.74066774,0.99904633,0.25154343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_194.jpg,4,-0.41143248,-0.85412271,-0.60058915,0.96841431,0.96841431,0.93940430,1.00000000,0.04508972,118.54691780,1991.16674805,0.62319303,6.68146706,0.27340698,13.91680161,0.99904633,0.22121836,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_195.jpg,4,-0.43724639,-0.85834875,-0.63073215,0.96629333,0.96359253,0.95458984,1.00000000,0.04856873,117.36344910,2025.73266602,0.64411048,6.84201431,0.27221680,15.29539927,0.99908447,0.19933115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_196.jpg,4,-0.43978344,-0.86735424,-0.55801353,0.98150635,0.98150635,0.96323242,0.99981689,0.04499817,126.48085967,2009.31640625,0.59643877,6.62123203,0.29481506,12.75535398,0.99927521,0.27001485,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_197.jpg,4,-0.61581077,-0.99769746,-0.76695087,0.96263123,0.96263123,0.95244141,0.99902344,0.04174805,110.99857900,1816.29858398,0.61340662,6.14683819,0.36073303,13.38534951,0.99927521,0.21325880,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_198.jpg,4,-0.68564821,-1.03130524,-0.82371637,0.95552063,0.95425415,0.96459961,0.95910645,0.04327393,107.19497854,1809.39721680,0.63168387,6.18988323,0.37617493,14.59134735,0.99931335,0.19393212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_199.jpg,4,-0.57714984,-0.95438886,-0.70026288,0.98219299,0.98219299,0.96962891,0.99969482,0.04765320,128.05149836,1950.47607422,0.60306247,6.37183666,0.35179138,13.19177961,0.99938965,0.23908059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_200.jpg,4,-0.84158781,-1.15833465,-0.98397987,0.95726013,0.95629883,0.93105469,0.99291992,0.03808594,100.38247622,1550.71557617,0.61314344,5.45958710,0.45570374,13.48017546,0.99946594,0.17756745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_201.jpg,4,-1.09464243,-1.32544331,-1.20848001,0.95748901,0.95675659,0.95693359,0.94335938,0.03025818,77.52395272,1239.35473633,0.63282752,4.88004160,0.53814697,14.74414789,0.99969482,0.12733363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_202.jpg,4,-1.32877553,-1.45906596,-1.39778778,0.95442200,0.95277405,0.95361328,0.94293213,0.02827454,70.84903710,1072.98681641,0.64618500,4.37922096,0.61917114,15.68264678,0.99980927,0.09156560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_203.jpg,4,-1.22604359,-1.35316288,-1.29626897,0.93467712,0.92951965,0.95908203,0.88214111,0.04168701,90.74055321,1358.17553711,0.66605520,5.00276661,0.55917358,16.77230401,0.99973297,0.09717087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_204.jpg,4,-1.04712518,-1.20876897,-1.15115261,0.88958740,0.88313293,0.85244141,0.86840820,0.05589294,109.22173760,1711.02636719,0.69263053,5.79448605,0.48345947,18.36345533,0.99977112,0.10149800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_205.jpg,4,-0.92842521,-1.12509300,-1.05607549,0.87353516,0.84091187,0.80903320,0.87292480,0.06146240,117.80201213,1846.03515625,0.69457920,6.14686537,0.43745422,18.39969165,0.99977112,0.11051719,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_206.jpg,4,-0.71369427,-0.96588903,-0.86561992,0.82328796,0.81335449,0.77788086,0.98309326,0.07708740,144.27308544,2161.91748047,0.67397428,6.80669355,0.35997009,17.14116092,0.99977112,0.15040383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_207.jpg,4,-0.68145324,-0.94292943,-0.82572259,0.83209229,0.82574463,0.76894531,0.98144531,0.07774353,149.08093160,2247.61181641,0.66683920,6.97335243,0.34167480,16.57427548,0.99965668,0.16517495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_208.jpg,4,-0.79019988,-1.06339700,-0.81975426,0.98338318,0.98338318,0.96982422,0.99987793,0.05081177,144.14086841,2144.80371094,0.59641536,6.18859386,0.42964172,13.30757228,0.99893188,0.25624207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_209.jpg,4,-1.10644706,-1.31988732,-1.13662909,0.96755981,0.96397400,0.95195312,0.99359131,0.03729248,102.86526044,1522.25524902,0.58927612,4.99498558,0.54859924,12.71193104,0.99916077,0.20267826,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_210.jpg,4,-1.41399210,-1.55630748,-1.46665030,0.97579956,0.97579956,0.97226563,0.96813965,0.02168274,63.11964402,893.08123779,0.59339511,3.86479497,0.66020203,12.69900423,0.99977112,0.11940816,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_211.jpg,4,-1.63252901,-1.67456523,-1.63913216,0.97381592,0.97381592,0.98193359,0.96417236,0.02084351,57.04540985,767.54028320,0.61043616,3.44837594,0.73255920,13.88269203,0.99984741,0.08413771,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_212.jpg,4,-1.53510014,-1.56993542,-1.53681216,0.96464539,0.96464539,0.99228516,0.93774414,0.03480530,76.36279726,1044.05651855,0.63649201,4.05661583,0.67720032,15.22472394,0.99977112,0.09150406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_213.jpg,4,-1.33832161,-1.41769650,-1.38545858,0.93334961,0.93284607,0.95966797,0.92987061,0.05078125,96.65730356,1424.79748535,0.67090956,4.90851736,0.59904480,17.06333875,0.99980927,0.09663418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_214.jpg,4,-1.03703091,-1.21009918,-1.15395205,0.83741760,0.74197388,0.85151367,0.89056396,0.06329346,119.75339839,1783.87658691,0.68047420,5.84196043,0.48130798,17.61879732,0.99980927,0.11390661,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_215.jpg,4,-0.73484928,-0.98270346,-0.88481735,0.82601929,0.81898499,0.79687500,0.99200439,0.07653809,142.56513976,2125.36132812,0.67259614,6.73194361,0.36775208,17.08218241,0.99980927,0.14883667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_216.jpg,4,-0.79839683,-1.03408532,-0.87571616,0.83241272,0.81240845,0.72431641,0.88922119,0.06915283,135.91173648,2000.97631836,0.64415280,6.48036098,0.38291931,14.72719885,0.99980927,0.19676787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_217.jpg,4,-1.01189439,-1.21545894,-1.05802009,0.84260559,0.82345581,0.76508789,0.93139648,0.05453491,109.67077193,1623.15588379,0.61798255,5.63374138,0.47662354,13.58684724,0.99984741,0.18894348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_218.jpg,4,-1.31025727,-1.44783435,-1.33297631,0.90100098,0.89717102,0.89306641,0.90545654,0.03668213,83.37700554,1170.89819336,0.59800653,4.54537106,0.60681152,12.96845662,0.99992371,0.15061304,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_219.jpg,4,-1.58531701,-1.64499948,-1.56062527,0.94758606,0.94758606,0.95073242,0.91314697,0.02507019,58.80252209,803.36743164,0.57628262,3.65168977,0.71484375,12.17959401,1.00000000,0.12505293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_4_220.jpg,4,-0.87708294,-1.12168274,-0.88714666,0.98611450,0.98562622,0.96098633,0.99969482,0.04922485,135.30395598,1981.48791504,0.59097548,5.91675806,0.45689392,12.85535862,0.99908447,0.25054595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
