rank,system,score,label,output_file,paired_mask_file,source_id,source_image,x,y,generation_method,blue_marker_ratio,border_foreground_ratio,center_foreground_ratio,contrast,dirty_mark_center_score,dirty_mark_found,dirty_mark_margin_score,dirty_mark_ratio,edge_density,entropy,estimated_background_ratio,exposure_score,flat_ratio,foreground_ratio,high_frequency_energy,laplacian_variance,largest_component_area,largest_component_ratio,largest_flat_background_ratio,local_std_mean,material_border_ratio,material_center_ratio,material_largest_component_area,material_largest_component_ratio,material_ratio,mean_brightness,quality_gate_pass,read_ok,tenengrad
100,system_2_edge_texture_sharpness,0.81674590,clean_negative,clean_negative/clean_14_108.jpg,,14,14.jpg,509,1115,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.64624311,0.00000000,0.00000000,0.00000000,0.00000000,0.16522217,0.72891100,0.02302551,0.99546051,0.06568909,1.00000000,0.23113933,428.05817343,65536.00000000,1.00000000,0.00000000,11.89898872,0.97641602,0.96258545,64027.00000000,0.97697449,0.97697449,149.25369263,1.00000000,1.00000000,6037.88183594
101,system_2_edge_texture_sharpness,0.81435215,clean_negative,clean_negative/clean_1_94.jpg,,1,1.jpg,632,826,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.44716525,0.00000000,0.00000000,0.00000000,0.00000000,0.16854858,0.77037708,0.01937866,0.99549866,0.04530334,1.00000000,0.17463626,399.34230257,65536.00000000,1.00000000,0.00010681,11.85363960,0.95048828,1.00000000,64266.00000000,0.98062134,0.98062134,147.14877319,1.00000000,1.00000000,5690.99121094
102,system_2_edge_texture_sharpness,0.81130844,clean_negative,clean_negative/clean_14_110.jpg,,14,14.jpg,509,1120,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.64487716,0.00000000,0.00000000,0.00000000,0.00000000,0.16267395,0.72828937,0.02316284,0.99534607,0.06739807,1.00000000,0.23315023,426.39133345,65536.00000000,1.00000000,0.00000000,11.85333633,0.97709961,0.96234131,64013.00000000,0.97676086,0.97683716,149.10366821,1.00000000,1.00000000,6017.55029297
103,system_2_edge_texture_sharpness,0.81101498,clean_negative,clean_negative/clean_15_36.jpg,,15,15.jpg,267,1051,sliding_window_clean,0.00000000,0.99990234,1.00000000,22.26842445,0.00000000,0.00000000,0.00000000,0.00000000,0.18663025,0.73449175,0.02374268,0.97039795,0.03268433,0.99952698,0.25570169,463.35845312,65505.00000000,0.99952698,0.01208496,12.72400284,0.94467773,0.99792480,63980.00000000,0.97625732,0.97625732,179.59863281,1.00000000,1.00000000,6362.25048828
104,system_2_edge_texture_sharpness,0.80820383,clean_negative,clean_negative/clean_14_131.jpg,,14,14.jpg,432,1168,sliding_window_clean,0.00000000,0.99135742,1.00000000,24.08094241,0.00000000,0.00000000,0.00000000,0.00000000,0.16206360,0.75859618,0.01940918,0.99504089,0.05453491,0.99819946,0.19609407,419.62017056,65418.00000000,0.99819946,0.00451660,11.48422050,0.95937500,0.99468994,64264.00000000,0.98059082,0.98059082,158.55738831,1.00000000,1.00000000,5616.82324219
105,system_2_edge_texture_sharpness,0.80813268,clean_negative,clean_negative/clean_14_112.jpg,,14,14.jpg,337,1123,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.34393519,0.00000000,0.00000000,0.00000000,0.00000000,0.18423462,0.77596815,0.02711487,0.97573853,0.04060364,1.00000000,0.16371514,473.52909261,65536.00000000,1.00000000,0.01237488,11.89959335,0.92958984,1.00000000,63759.00000000,0.97288513,0.97288513,176.87284851,1.00000000,1.00000000,5803.45947266
106,system_2_edge_texture_sharpness,0.80728742,clean_negative,clean_negative/clean_14_115.jpg,,14,14.jpg,480,1123,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.93712769,0.00000000,0.00000000,0.00000000,0.00000000,0.15962219,0.72804141,0.02554321,0.99591827,0.06823730,1.00000000,0.23826471,433.25825161,65536.00000000,1.00000000,0.00000000,11.62943554,0.95952148,0.96881104,63862.00000000,0.97445679,0.97445679,151.17475891,1.00000000,1.00000000,5889.09228516
107,system_2_edge_texture_sharpness,0.80665691,clean_negative,clean_negative/clean_14_132.jpg,,14,14.jpg,480,1168,sliding_window_clean,0.00000000,0.99262695,1.00000000,22.08518570,0.00000000,0.00000000,0.00000000,0.00000000,0.15696716,0.72624373,0.02743530,0.99546051,0.07087708,0.99769592,0.24218379,444.26807347,65385.00000000,0.99769592,0.00721741,11.66563129,0.95878906,0.97204590,63738.00000000,0.97256470,0.97256470,150.48155212,1.00000000,1.00000000,5973.83251953
108,system_2_edge_texture_sharpness,0.80622075,clean_negative,clean_negative/clean_1_89.jpg,,1,1.jpg,667,820,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.31516326,0.00000000,0.00000000,0.00000000,0.00000000,0.16471863,0.76249655,0.00756836,0.99538422,0.02404785,1.00000000,0.19103022,366.87102371,65536.00000000,1.00000000,0.00016785,11.90351295,0.98139648,1.00000000,65040.00000000,0.99243164,0.99243164,148.74707031,1.00000000,1.00000000,5631.76611328
109,system_2_edge_texture_sharpness,0.80496738,clean_negative,clean_negative/clean_9_127.jpg,,9,9.jpg,48,851,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.18370805,0.00000000,0.00000000,0.00000000,0.00000000,0.16409302,0.75945838,0.02011108,0.98550415,0.06182861,1.00000000,0.17162038,509.70943476,65536.00000000,1.00000000,0.00103760,10.92578411,0.97885742,0.99969482,64218.00000000,0.97988892,0.97988892,178.46907043,1.00000000,1.00000000,4966.82226562
110,system_2_edge_texture_sharpness,0.80471672,clean_negative,clean_negative/clean_15_16.jpg,,15,15.jpg,68,848,sliding_window_clean,0.00000000,0.99926758,0.98999023,19.59920702,0.00000000,0.00000000,0.00000000,0.00000000,0.18394470,0.69672298,0.06381226,0.98092651,0.06242371,0.99566650,0.32813501,521.30817662,65252.00000000,0.99566650,0.03390503,12.09883976,0.93437500,0.96954346,61344.00000000,0.93603516,0.93618774,176.24014282,1.00000000,1.00000000,6260.87011719
111,system_2_edge_texture_sharpness,0.80321112,clean_negative,clean_negative/clean_1_92.jpg,,1,1.jpg,536,826,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.71374305,0.00000000,0.00000000,0.00000000,0.00000000,0.14866638,0.74649580,0.02430725,0.99649048,0.06265259,1.00000000,0.15525556,460.07651692,65536.00000000,1.00000000,0.00010681,11.17454720,0.97612305,0.97644043,63943.00000000,0.97569275,0.97569275,139.25218201,1.00000000,1.00000000,5366.88671875
112,system_2_edge_texture_sharpness,0.80275195,clean_negative,clean_negative/clean_1_93.jpg,,1,1.jpg,584,826,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.53133449,0.00000000,0.00000000,0.00000000,0.00000000,0.16085815,0.76874709,0.02291870,0.99633789,0.05447388,1.00000000,0.15019487,417.04959557,65536.00000000,1.00000000,0.00010681,11.46578217,0.96875000,0.98559570,64034.00000000,0.97708130,0.97708130,143.60670471,1.00000000,1.00000000,5415.36718750
113,system_2_edge_texture_sharpness,0.80270401,clean_negative,clean_negative/clean_14_129.jpg,,14,14.jpg,336,1168,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.76196583,0.00000000,0.00000000,0.00000000,0.00000000,0.18724060,0.77075577,0.03759766,0.97955322,0.05015564,1.00000000,0.17751396,468.31413937,65536.00000000,1.00000000,0.03320312,11.95326996,0.86982422,0.99951172,63067.00000000,0.96232605,0.96240234,175.60472107,1.00000000,1.00000000,5876.91552734
114,system_2_edge_texture_sharpness,0.80002927,clean_negative,clean_negative/clean_1_57.jpg,,1,1.jpg,268,528,sliding_window_clean,0.00000000,1.00000000,1.00000000,16.57771045,0.00000000,0.00000000,0.00000000,0.00000000,0.12367249,0.64008880,0.04095459,0.99588013,0.09782410,1.00000000,0.40096763,609.99991392,65536.00000000,1.00000000,0.00038147,10.58472157,0.98779297,0.91369629,62847.00000000,0.95896912,0.95904541,151.44747925,1.00000000,1.00000000,5799.37207031
115,system_2_edge_texture_sharpness,0.79651624,clean_negative,clean_negative/clean_8_17.jpg,,8,8.jpg,262,564,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.08159279,0.00000000,0.00000000,0.00000000,0.00000000,0.14573669,0.67079560,0.02894592,0.99660492,0.07742310,1.00000000,0.35217410,490.38128757,65536.00000000,1.00000000,0.00164795,11.19644547,0.95043945,0.99108887,63624.00000000,0.97082520,0.97105408,150.41786194,1.00000000,1.00000000,5741.26171875
116,system_2_edge_texture_sharpness,0.79534586,clean_negative,clean_negative/clean_8_25.jpg,,8,8.jpg,358,612,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.39555437,0.00000000,0.00000000,0.00000000,0.00000000,0.15791321,0.71700613,0.01931763,0.99443054,0.05082703,1.00000000,0.22909074,417.22383467,65536.00000000,1.00000000,0.00004578,11.77189732,0.98862305,0.97601318,64270.00000000,0.98068237,0.98068237,150.80856323,1.00000000,1.00000000,5716.22167969
117,system_2_edge_texture_sharpness,0.79402262,clean_negative,clean_negative/clean_1_97.jpg,,1,1.jpg,536,832,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.70548476,0.00000000,0.00000000,0.00000000,0.00000000,0.14697266,0.74443626,0.02520752,0.99641418,0.06506348,1.00000000,0.15633020,452.98604535,65536.00000000,1.00000000,0.00010681,11.12430382,0.97568359,0.96917725,63876.00000000,0.97467041,0.97479248,139.15422058,1.00000000,1.00000000,5328.22998047
118,system_2_edge_texture_sharpness,0.79327984,clean_negative,clean_negative/clean_9_134.jpg,,9,9.jpg,96,899,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.41344895,0.00000000,0.00000000,0.00000000,0.00000000,0.15339661,0.76563327,0.01760864,0.98149872,0.06806946,1.00000000,0.14464901,524.18967279,65536.00000000,1.00000000,0.00103760,10.78266716,0.97465820,0.99096680,64382.00000000,0.98239136,0.98239136,171.04866028,1.00000000,1.00000000,5070.71289062
119,system_2_edge_texture_sharpness,0.79053985,clean_negative,clean_negative/clean_14_72.jpg,,14,14.jpg,173,528,sliding_window_clean,0.00000000,0.95449219,1.00000000,18.65749176,0.00000000,0.00000000,0.00000000,0.00000000,0.19161987,0.69147666,0.02517700,0.95826721,0.02819824,0.98500061,0.33493191,488.97878743,64553.00000000,0.98500061,0.01629639,11.88743973,0.92192383,0.99572754,63840.00000000,0.97412109,0.97482300,192.47547913,1.00000000,1.00000000,5778.22949219
120,system_2_edge_texture_sharpness,0.78964886,clean_negative,clean_negative/clean_12_9.jpg,,12,12.jpg,685,919,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.19125232,0.00000000,0.00000000,0.00000000,0.00000000,0.14765930,0.71113777,0.08354187,0.99534607,0.13531494,1.00000000,0.19567013,571.22848901,65536.00000000,1.00000000,0.03918457,11.31032944,0.80498047,0.99835205,60046.00000000,0.91622925,0.91645813,136.05285645,1.00000000,1.00000000,6115.90332031
121,system_2_edge_texture_sharpness,0.78886230,clean_negative,clean_negative/clean_8_23.jpg,,8,8.jpg,262,612,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.61691391,0.00000000,0.00000000,0.00000000,0.00000000,0.14743042,0.68222984,0.03262329,0.99660492,0.07969666,1.00000000,0.32777217,473.89528412,65536.00000000,1.00000000,0.00164795,11.21622276,0.94291992,0.98675537,63383.00000000,0.96714783,0.96737671,149.23820496,1.00000000,1.00000000,5716.50976562
122,system_2_edge_texture_sharpness,0.78720502,clean_negative,clean_negative/clean_9_131.jpg,,9,9.jpg,571,891,sliding_window_clean,0.00000000,0.98994141,1.00000000,22.79904593,0.00000000,0.00000000,0.00000000,0.00000000,0.18627930,0.73048878,0.15512085,0.99626160,0.16510010,0.99833679,0.27794588,754.27648294,65427.00000000,0.99833679,0.08018494,12.36130810,0.67968750,0.99224854,55336.00000000,0.84436035,0.84487915,138.79586792,1.00000000,1.00000000,7563.97265625
123,system_2_edge_texture_sharpness,0.78670935,clean_negative,clean_negative/clean_12_8.jpg,,12,12.jpg,669,919,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.10975076,0.00000000,0.00000000,0.00000000,0.00000000,0.14665222,0.70760028,0.08605957,0.99530792,0.13812256,1.00000000,0.19349666,569.77163734,65536.00000000,1.00000000,0.02754211,11.23961258,0.77207031,0.99713135,59876.00000000,0.91363525,0.91394043,135.84367371,1.00000000,1.00000000,6078.50634766
124,system_2_edge_texture_sharpness,0.78645439,clean_negative,clean_negative/clean_1_99.jpg,,1,1.jpg,632,874,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.93938873,0.00000000,0.00000000,0.00000000,0.00000000,0.15991211,0.76296004,0.03518677,0.99607086,0.06654358,1.00000000,0.18689154,393.52439176,65536.00000000,1.00000000,0.00010681,11.70130920,0.93784180,1.00000000,62989.00000000,0.96113586,0.96481323,145.00805664,1.00000000,1.00000000,5724.02539062
125,system_2_edge_texture_sharpness,0.78598426,clean_negative,clean_negative/clean_8_21.jpg,,8,8.jpg,438,564,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.86587314,0.00000000,0.00000000,0.00000000,0.00000000,0.16838074,0.75337776,0.01013184,0.99332428,0.03158569,1.00000000,0.21813715,341.82965219,65536.00000000,1.00000000,0.00106812,12.51821899,0.97983398,0.99749756,64872.00000000,0.98986816,0.98986816,158.74368286,1.00000000,1.00000000,5694.70312500
126,system_2_edge_texture_sharpness,0.78579412,clean_negative,clean_negative/clean_14_114.jpg,,14,14.jpg,432,1123,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.54172901,0.00000000,0.00000000,0.00000000,0.00000000,0.15245056,0.75385880,0.02519226,0.99546051,0.06256104,1.00000000,0.19751884,413.35148550,65536.00000000,1.00000000,0.00000000,11.25270462,0.97099609,0.99560547,63885.00000000,0.97480774,0.97480774,157.93161011,1.00000000,1.00000000,5500.94042969
127,system_2_edge_texture_sharpness,0.78551394,clean_negative,clean_negative/clean_1_53.jpg,,1,1.jpg,268,432,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.77739655,0.00000000,0.00000000,0.00000000,0.00000000,0.12901306,0.64767917,0.05387878,0.99382019,0.12342834,1.00000000,0.33806697,572.67811559,65536.00000000,1.00000000,0.00114441,10.82350826,0.92177734,0.95922852,61980.00000000,0.94573975,0.94612122,153.99440002,1.00000000,1.00000000,6121.79687500
128,system_2_edge_texture_sharpness,0.78529349,clean_negative,clean_negative/clean_8_36.jpg,,8,8.jpg,0,728,sliding_window_clean,0.00000000,0.99736328,0.99993896,22.80859884,0.00000000,0.00000000,0.00000000,0.00000000,0.19876099,0.74995184,0.01976013,0.98081207,0.03259277,0.99847412,0.23217516,393.60937414,65436.00000000,0.99847412,0.00656128,12.29834080,0.93398437,0.99969482,64241.00000000,0.98023987,0.98023987,184.29937744,1.00000000,1.00000000,5711.68066406
129,system_2_edge_texture_sharpness,0.78381678,clean_negative,clean_negative/clean_1_100.jpg,,1,1.jpg,663,874,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.00782278,0.00000000,0.00000000,0.00000000,0.00000000,0.15995789,0.75992839,0.02650452,0.99614716,0.04829407,1.00000000,0.20501807,364.53571664,65536.00000000,1.00000000,0.00019836,11.82544422,0.92714844,1.00000000,63551.00000000,0.96971130,0.97349548,146.63163757,1.00000000,1.00000000,5697.60058594
130,system_2_edge_texture_sharpness,0.78180496,clean_negative,clean_negative/clean_1_52.jpg,,1,1.jpg,249,432,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.89157566,0.00000000,0.00000000,0.00000000,0.00000000,0.13124084,0.64993298,0.06411743,0.99332428,0.13580322,1.00000000,0.34055313,579.52498704,65536.00000000,1.00000000,0.00119019,10.82932091,0.89770508,0.95996094,61175.00000000,0.93345642,0.93588257,154.50105286,1.00000000,1.00000000,6213.40429688
131,system_2_edge_texture_sharpness,0.77924920,clean_negative,clean_negative/clean_8_30.jpg,,8,8.jpg,310,633,sliding_window_clean,0.00000000,1.00000000,1.00000000,19.64704855,0.00000000,0.00000000,0.00000000,0.00000000,0.14857483,0.69101954,0.02571106,0.99591827,0.06341553,1.00000000,0.29501635,438.34243024,65536.00000000,1.00000000,0.00004578,11.28500748,0.97797852,0.97552490,63846.00000000,0.97421265,0.97428894,149.01950073,1.00000000,1.00000000,5572.90136719
132,system_2_edge_texture_sharpness,0.77886618,clean_negative,clean_negative/clean_9_156.jpg,,9,9.jpg,180,995,sliding_window_clean,0.00000000,1.00000000,0.99981689,21.63268944,0.00000000,0.00000000,0.00000000,0.00000000,0.15570068,0.70534086,0.10607910,0.99023438,0.12658691,0.99995422,0.29980356,688.23136919,65533.00000000,0.99995422,0.08331299,11.93368912,0.77460938,0.99066162,58441.00000000,0.89173889,0.89392090,157.40126038,1.00000000,1.00000000,6877.26562500
133,system_2_edge_texture_sharpness,0.77774421,clean_negative,clean_negative/clean_1_54.jpg,,1,1.jpg,268,480,sliding_window_clean,0.00000000,1.00000000,1.00000000,17.15526874,0.00000000,0.00000000,0.00000000,0.00000000,0.12155151,0.64164782,0.04469299,0.99576569,0.10879517,1.00000000,0.36858806,567.85061512,65536.00000000,1.00000000,0.00114441,10.44598007,0.96049805,0.93243408,62597.00000000,0.95515442,0.95530701,151.71974182,1.00000000,1.00000000,5713.64550781
134,system_2_edge_texture_sharpness,0.77744776,clean_negative,clean_negative/clean_15_15.jpg,,15,15.jpg,48,848,sliding_window_clean,0.00000000,0.99951172,0.99066162,19.58616659,0.00000000,0.00000000,0.00000000,0.00000000,0.17631531,0.69750730,0.07244873,0.98115540,0.07090759,0.99682617,0.31479210,512.58483247,65328.00000000,0.99682617,0.03399658,11.82220554,0.89501953,0.96014404,60769.00000000,0.92726135,0.92755127,176.02813721,1.00000000,1.00000000,6055.87695312
135,system_2_edge_texture_sharpness,0.77639081,clean_negative,clean_negative/clean_8_20.jpg,,8,8.jpg,406,564,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.01559391,0.00000000,0.00000000,0.00000000,0.00000000,0.16453552,0.74665737,0.01252747,0.99382019,0.04098511,1.00000000,0.20641655,352.39534067,65536.00000000,1.00000000,0.00129700,12.09080315,0.97563477,0.99346924,64715.00000000,0.98747253,0.98747253,156.48654175,1.00000000,1.00000000,5520.65722656
136,system_2_edge_texture_sharpness,0.77544611,clean_negative,clean_negative/clean_14_67.jpg,,14,14.jpg,173,480,sliding_window_clean,0.00000000,0.94555664,1.00000000,18.64183137,0.00000000,0.00000000,0.00000000,0.00000000,0.18630981,0.69270134,0.03004456,0.95773315,0.03588867,0.98222351,0.34003097,468.32585378,64371.00000000,0.98222351,0.01954651,11.92296982,0.91625977,0.99768066,63521.00000000,0.96925354,0.96995544,192.95748901,1.00000000,1.00000000,5839.46386719
137,system_2_edge_texture_sharpness,0.77125632,clean_negative,clean_negative/clean_1_80.jpg,,1,1.jpg,680,778,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.67217239,0.00000000,0.00000000,0.00000000,0.00000000,0.16159058,0.76672633,0.00611877,0.99576569,0.02174377,1.00000000,0.17844565,324.24131267,65536.00000000,1.00000000,0.00016785,11.71667957,0.99204102,1.00000000,65135.00000000,0.99388123,0.99388123,150.69485474,1.00000000,1.00000000,5273.35839844
138,system_2_edge_texture_sharpness,0.76967421,clean_negative,clean_negative/clean_14_133.jpg,,14,14.jpg,525,1173,sliding_window_clean,0.00000000,0.97954102,1.00000000,22.14935574,0.00000000,0.00000000,0.00000000,0.00000000,0.15161133,0.71618787,0.03976440,0.99568939,0.09318542,0.99360657,0.23151216,431.85073743,65117.00000000,0.99360657,0.01145935,11.54355240,0.93730469,0.96252441,62882.00000000,0.95950317,0.96023560,146.43231201,1.00000000,1.00000000,5865.29492188
139,system_2_edge_texture_sharpness,0.76934221,clean_negative,clean_negative/clean_8_29.jpg,,8,8.jpg,262,633,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.93316691,0.00000000,0.00000000,0.00000000,0.00000000,0.14111328,0.68358572,0.03343201,0.99637604,0.07836914,1.00000000,0.31597951,454.81922347,65536.00000000,1.00000000,0.00173950,11.17015648,0.94418945,0.98596191,63313.00000000,0.96607971,0.96656799,149.32731628,1.00000000,1.00000000,5622.89062500
140,system_2_edge_texture_sharpness,0.76910981,clean_negative,clean_negative/clean_11_28.jpg,,11,11.jpg,556,619,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.57121382,0.00000000,0.00000000,0.00000000,0.00000000,0.15243530,0.71309193,0.02616882,0.99534607,0.05998230,1.00000000,0.22941552,424.35050207,65536.00000000,1.00000000,0.00000000,11.33733749,0.98115234,0.96453857,63821.00000000,0.97383118,0.97383118,148.59533691,1.00000000,1.00000000,5199.70605469
141,system_2_edge_texture_sharpness,0.76901727,clean_negative,clean_negative/clean_15_79.jpg,,15,15.jpg,336,1189,sliding_window_clean,0.00000000,0.99907227,0.99963379,23.76899126,0.00000000,0.00000000,0.00000000,0.00000000,0.15925598,0.75061893,0.01527405,0.98424530,0.03213501,0.99948120,0.21804892,380.88644490,65502.00000000,0.99948120,0.00334167,11.93230629,0.97236328,0.99493408,64535.00000000,0.98472595,0.98472595,165.77005005,1.00000000,1.00000000,5772.63671875
142,system_2_edge_texture_sharpness,0.76826710,clean_negative,clean_negative/clean_9_97.jpg,,9,9.jpg,308,206,sliding_window_clean,0.00000000,0.94067383,1.00000000,24.53180744,0.00000000,0.00000000,0.00000000,0.00000000,0.17938232,0.75404104,0.05130005,0.96997833,0.07420349,0.97470093,0.17948660,512.95546978,63830.00000000,0.97396851,0.03363037,11.48984051,0.91142578,0.98803711,62164.00000000,0.94854736,0.94869995,180.40547180,1.00000000,1.00000000,5607.83886719
143,system_2_edge_texture_sharpness,0.76783398,clean_negative,clean_negative/clean_9_96.jpg,,9,9.jpg,288,206,sliding_window_clean,0.00000000,0.92299805,1.00000000,24.06613169,0.00000000,0.00000000,0.00000000,0.00000000,0.18341064,0.75561643,0.06826782,0.96894836,0.08184814,0.97021484,0.18578081,525.89528635,63503.00000000,0.96897888,0.03364563,11.57865524,0.83344727,0.99847412,61050.00000000,0.93154907,0.93173218,182.02441406,1.00000000,1.00000000,5668.92382812
144,system_2_edge_texture_sharpness,0.76622269,clean_negative,clean_negative/clean_9_126.jpg,,9,9.jpg,0,851,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.33084816,0.00000000,0.00000000,0.00000000,0.00000000,0.18737793,0.75298778,0.06384277,0.97589111,0.07443237,1.00000000,0.19674550,528.28066029,65536.00000000,1.00000000,0.05766296,11.50408649,0.84116211,0.99969482,61347.00000000,0.93608093,0.93615723,185.04096985,1.00000000,1.00000000,5317.26513672
145,system_2_edge_texture_sharpness,0.76394349,clean_negative,clean_negative/clean_8_45.jpg,,8,8.jpg,0,776,sliding_window_clean,0.00000000,0.99785156,1.00000000,23.04707590,0.00000000,0.00000000,0.00000000,0.00000000,0.18695068,0.75464161,0.01402283,0.98394012,0.02877808,0.99882507,0.22013669,344.32709612,65459.00000000,0.99882507,0.00546265,12.02391815,0.95708008,0.99938965,64617.00000000,0.98597717,0.98597717,181.50415039,1.00000000,1.00000000,5387.67626953
146,system_2_edge_texture_sharpness,0.76120458,clean_negative,clean_negative/clean_8_13.jpg,,8,8.jpg,358,516,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.68664678,0.00000000,0.00000000,0.00000000,0.00000000,0.15614319,0.72283840,0.04629517,0.99416351,0.07710266,1.00000000,0.22558768,421.17549409,65536.00000000,1.00000000,0.01501465,11.67334175,0.92661133,0.99420166,62494.00000000,0.95358276,0.95370483,154.09625244,1.00000000,1.00000000,5659.71289062
147,system_2_edge_texture_sharpness,0.75769764,clean_negative,clean_negative/clean_11_25.jpg,,11,11.jpg,556,586,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.23542490,0.00000000,0.00000000,0.00000000,0.00000000,0.14859009,0.70895576,0.02990723,0.99469757,0.06459045,1.00000000,0.23354851,426.99190229,65536.00000000,1.00000000,0.00001526,11.16717529,0.98715820,0.94604492,63571.00000000,0.97001648,0.97009277,148.97940063,1.00000000,1.00000000,5154.43457031
148,system_2_edge_texture_sharpness,0.75416582,clean_negative,clean_negative/clean_9_153.jpg,,9,9.jpg,48,995,sliding_window_clean,0.00000000,1.00000000,1.00000000,27.88279680,0.00000000,0.00000000,0.00000000,0.00000000,0.18762207,0.76401409,0.12332153,0.96925354,0.13420105,1.00000000,0.16156761,634.86782381,65536.00000000,1.00000000,0.09736633,12.22278404,0.70908203,0.99444580,57381.00000000,0.87556458,0.87667847,176.01531982,1.00000000,1.00000000,6533.71972656
149,system_2_edge_texture_sharpness,0.74874438,clean_negative,clean_negative/clean_8_31.jpg,,8,8.jpg,358,633,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.50670935,0.00000000,0.00000000,0.00000000,0.00000000,0.14611816,0.70681063,0.02323914,0.99500275,0.05769348,1.00000000,0.24036588,385.45792174,65536.00000000,1.00000000,0.00004578,11.35484219,0.97910156,0.98034668,64013.00000000,0.97676086,0.97676086,149.89454651,1.00000000,1.00000000,5380.82910156
150,system_2_edge_texture_sharpness,0.74732825,clean_negative,clean_negative/clean_8_12.jpg,,8,8.jpg,310,516,sliding_window_clean,0.00000000,1.00000000,1.00000000,19.51837694,0.00000000,0.00000000,0.00000000,0.00000000,0.14897156,0.68535105,0.05300903,0.99568939,0.09255981,1.00000000,0.29125047,455.34084017,65536.00000000,1.00000000,0.01501465,11.01089096,0.91718750,0.99182129,62054.00000000,0.94686890,0.94699097,150.65858459,1.00000000,1.00000000,5462.92285156
151,system_2_edge_texture_sharpness,0.74646738,clean_negative,clean_negative/clean_5_81.jpg,,5,5.jpg,288,773,sliding_window_clean,0.00000000,0.99975586,1.00000000,21.66937665,0.00000000,0.00000000,0.00000000,0.00000000,0.19813538,0.72408183,0.12290955,0.97058868,0.12126160,0.99990845,0.26153123,783.21384308,65530.00000000,0.99990845,0.10643005,12.27188396,0.84277344,0.97412109,57481.00000000,0.87709045,0.87709045,183.44725037,1.00000000,1.00000000,6568.61035156
152,system_2_edge_texture_sharpness,0.74623914,clean_negative,clean_negative/clean_14_77.jpg,,14,14.jpg,183,581,sliding_window_clean,0.00000000,0.99511719,1.00000000,17.29542829,0.00000000,0.00000000,0.00000000,0.00000000,0.18090820,0.67370399,0.00968933,0.97257233,0.01589966,0.99862671,0.32648709,448.62324610,65446.00000000,0.99862671,0.00340271,10.93299103,0.98671875,0.99658203,64901.00000000,0.99031067,0.99031067,189.84968567,1.00000000,1.00000000,4869.20703125
153,system_2_edge_texture_sharpness,0.74611098,clean_negative,clean_negative/clean_5_78.jpg,,5,5.jpg,288,771,sliding_window_clean,0.00000000,0.99975586,1.00000000,21.62438978,0.00000000,0.00000000,0.00000000,0.00000000,0.19944763,0.72349175,0.12322998,0.97051239,0.12123108,0.99990845,0.26369956,788.02958038,65530.00000000,0.99990845,0.10643005,12.30354977,0.84301758,0.97393799,57460.00000000,0.87677002,0.87677002,183.47087097,1.00000000,1.00000000,6592.62304688
154,system_2_edge_texture_sharpness,0.74521838,clean_negative,clean_negative/clean_9_132.jpg,,9,9.jpg,0,899,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.37470615,0.00000000,0.00000000,0.00000000,0.00000000,0.19416809,0.77219510,0.08293152,0.96917725,0.08714294,1.00000000,0.16848278,535.43731418,65536.00000000,1.00000000,0.07850647,11.70985222,0.79096680,0.99914551,60096.00000000,0.91699219,0.91706848,184.54804993,1.00000000,1.00000000,5530.11328125
